t,p1,p2,v1,a1,v2,a2,
0.05,0.261,0.268,0.07,-0.001,0.133,-0.079,
0.1,0.265,0.274,0.07,-0.028,0.13,-0.09,
0.15,0.269,0.281,0.068,-0.079,0.125,-0.123,
0.2,0.272,0.287,0.062,-0.12,0.118,-0.163,
0.25,0.275,0.293,0.055,-0.139,0.109,-0.203,
0.3,0.277,0.298,0.048,-0.152,0.098,-0.243,
0.35,0.28,0.303,0.04,-0.17,0.085,-0.289,
0.4,0.281,0.307,0.031,-0.187,0.068,-0.331,
0.45,0.283,0.31,0.021,-0.196,0.051,-0.35,
0.5,0.283,0.312,0.011,-0.207,0.034,-0.371,
0.55,0.284,0.313,0.001,-0.217,0.014,-0.387,
0.6,0.284,0.313,-0.012,-0.201,-0.007,-0.368,
0.65,0.282,0.312,-0.021,-0.163,-0.024,-0.338,
0.7,0.281,0.311,-0.027,-0.145,-0.04,-0.324,
0.75,0.28,0.308,-0.034,-0.144,-0.055,-0.321,
0.8,0.278,0.305,-0.042,-0.133,-0.072,-0.312,
0.85,0.276,0.301,-0.048,-0.115,-0.088,-0.275,
0.9,0.273,0.296,-0.053,-0.099,-0.101,-0.212,
0.95,0.27,0.291,-0.058,-0.073,-0.109,-0.148,
1.0,0.267,0.285,-0.061,-0.048,-0.115,-0.101,
1.05,0.264,0.279,-0.063,-0.025,-0.119,-0.061,
1.1,0.261,0.273,-0.064,0.01,-0.12,-0.023,
1.15,0.258,0.267,-0.062,0.043,-0.122,0.028,
1.2,0.255,0.261,-0.059,0.069,-0.119,0.106,
1.25,0.252,0.255,-0.055,0.09,-0.111,0.176,
1.3,0.249,0.25,-0.05,0.094,-0.1,0.223,
1.35,0.247,0.245,-0.045,0.097,-0.088,0.254,
1.4,0.245,0.241,-0.04,0.106,-0.075,0.285,
1.45,0.243,0.238,-0.039,0.183,-0.061,0.339,
1.5,0.24,0.235,-0.021,0.245,-0.041,0.384,
1.55,0.241,0.233,-0.004,0.145,-0.02,0.387,
1.6,0.241,0.233,-0.012,0.136,-0.001,0.366,
1.65,0.239,0.233,-0.002,0.302,0.016,0.347,
