t,p1,p2,v1,a1,v2,a2,
0.05,0.332,0.249,-0.053,-0.415,-0.019,0.078,
0.1,0.329,0.248,-0.076,-0.485,-0.015,0.095,
0.15,0.325,0.248,-0.103,-0.521,-0.01,0.114,
0.2,0.319,0.247,-0.131,-0.505,-0.003,0.125,
0.25,0.311,0.247,-0.155,-0.455,0.004,0.118,
0.3,0.303,0.248,-0.177,-0.385,0.009,0.111,
0.35,0.294,0.248,-0.195,-0.294,0.014,0.122,
0.4,0.283,0.249,-0.207,-0.191,0.021,0.124,
0.45,0.273,0.25,-0.213,-0.097,0.028,0.101,
0.5,0.262,0.252,-0.216,-0.016,0.031,0.086,
0.55,0.251,0.253,-0.215,0.063,0.035,0.094,
0.6,0.24,0.255,-0.208,0.126,0.041,0.086,
0.65,0.23,0.258,-0.205,0.248,0.045,0.047,
0.7,0.219,0.26,-0.19,0.481,0.045,0.031,
0.75,0.211,0.262,-0.155,0.669,0.046,0.045,
0.8,0.204,0.264,-0.118,0.746,0.051,0.032,
0.85,0.198,0.267,-0.074,0.691,0.051,-0.01,
0.9,0.197,0.27,-0.044,0.544,0.048,-0.033,
0.95,0.195,0.272,-0.025,0.491,0.048,-0.053,
1.0,0.194,0.275,0.0,0.526,0.044,-0.084,
1.05,0.194,0.276,0.029,0.561,0.039,-0.103,
1.1,0.197,0.279,0.059,0.569,0.034,-0.128,
1.15,0.201,0.28,0.082,0.625,0.026,-0.15,
1.2,0.204,0.281,0.121,0.662,0.018,-0.152,
1.25,0.213,0.282,0.159,0.512,0.011,-0.154,
1.3,0.221,0.282,0.173,0.337,0.004,-0.175,
1.35,0.23,0.282,0.187,0.24,-0.006,-0.201,
1.4,0.24,0.282,0.197,0.154,-0.018,-0.193,
1.45,0.25,0.28,0.203,0.074,-0.027,-0.164,
1.5,0.261,0.279,0.205,-0.017,-0.034,-0.148,
1.55,0.271,0.277,0.201,-0.11,-0.041,-0.152,
1.6,0.281,0.275,0.194,-0.199,-0.049,-0.158,
1.65,0.29,0.272,0.182,-0.29,-0.059,-0.124,
1.7,0.299,0.269,0.165,-0.374,-0.062,-0.07,
1.75,0.307,0.266,0.143,-0.44,-0.064,-0.045,
1.8,0.314,0.262,0.12,-0.489,-0.066,-0.04,
1.85,0.319,0.259,0.095,-0.535,-0.068,-0.028,
1.9,0.323,0.256,0.066,-0.575,-0.07,0.011,
1.95,0.326,0.252,0.036,-0.595,-0.068,0.061,
2.0,0.327,0.249,0.006,-0.594,-0.063,0.1,
2.05,0.326,0.246,-0.024,-0.58,-0.057,0.13,
2.1,0.324,0.243,-0.053,-0.559,-0.05,0.155,
2.15,0.321,0.241,-0.08,-0.529,-0.042,0.181,
