t,p1,p2,v1,a1,v2,a2,
0.05,0.223,0.272,0.155,0.244,-0.001,0.001,
0.1,0.231,0.272,0.171,0.184,-0.001,0.006,
0.15,0.241,0.272,0.177,0.066,0.0,-0.004,
0.2,0.249,0.272,0.173,0.018,-0.001,-0.021,
0.25,0.258,0.272,0.177,0.002,-0.003,-0.011,
0.3,0.267,0.272,0.177,-0.062,-0.003,0.015,
0.35,0.276,0.272,0.171,-0.137,-0.001,0.021,
0.4,0.284,0.272,0.162,-0.201,0.0,0.011,
0.45,0.292,0.272,0.151,-0.265,0.001,-0.007,
0.5,0.299,0.272,0.136,-0.33,-0.001,-0.021,
0.55,0.306,0.272,0.117,-0.388,-0.003,-0.007,
0.6,0.311,0.271,0.097,-0.435,-0.002,0.011,
0.65,0.315,0.272,0.073,-0.469,-0.0,0.002,
0.7,0.318,0.272,0.049,-0.49,-0.001,-0.009,
0.75,0.32,0.271,0.024,-0.499,-0.002,0.002,
0.8,0.321,0.271,-0.001,-0.497,-0.001,0.014,
0.85,0.32,0.271,-0.026,-0.49,0.0,0.007,
0.9,0.318,0.271,-0.05,-0.483,-0.0,-0.004,
0.95,0.315,0.271,-0.075,-0.458,-0.002,0.008,
1.0,0.311,0.271,-0.097,-0.407,0.0,0.023,
1.05,0.305,0.271,-0.116,-0.347,0.002,0.011,
1.1,0.299,0.271,-0.131,-0.299,0.002,-0.013,
1.15,0.292,0.272,-0.145,-0.258,-0.0,-0.017,
1.2,0.285,0.271,-0.157,-0.211,-0.001,0.002,
1.25,0.276,0.271,-0.167,-0.14,0.001,0.009,
1.3,0.268,0.271,-0.172,-0.048,0.001,0.009,
1.35,0.259,0.271,-0.172,0.037,0.001,0.007,
1.4,0.25,0.272,-0.168,0.104,0.002,-0.0,
1.45,0.242,0.272,-0.161,0.17,0.001,-0.005,
1.5,0.234,0.272,-0.152,0.245,0.001,-0.001,
1.55,0.227,0.272,-0.136,0.296,0.001,0.011,
1.6,0.22,0.272,-0.119,0.3,0.002,0.012,
1.65,0.215,0.272,-0.105,0.303,0.002,0.006,
1.7,0.21,0.272,-0.095,0.41,0.003,-0.002,
1.75,0.205,0.272,-0.068,0.588,0.003,-0.016,
1.8,0.203,0.272,-0.03,0.665,0.001,-0.018,
1.85,0.202,0.272,0.002,0.644,0.0,-0.009,
1.9,0.203,0.272,0.039,0.526,0.0,-0.002,
1.95,0.207,0.272,0.054,0.42,0.0,0.002,
2.0,0.208,0.272,0.074,0.43,0.0,0.003,
2.05,0.214,0.272,0.097,0.443,0.001,-0.005,
2.1,0.217,0.273,0.12,0.425,-0.0,-0.013,
2.15,0.226,0.272,0.145,0.316,-0.001,-0.008,
2.2,0.233,0.272,0.152,0.2,-0.001,0.002,
2.25,0.241,0.272,0.161,0.141,-0.0,0.003,
2.3,0.249,0.272,0.167,0.074,-0.0,-0.002,
2.35,0.258,0.272,0.169,0.011,-0.001,-0.0,
2.4,0.266,0.272,0.168,-0.063,-0.001,0.009,
2.45,0.275,0.272,0.163,-0.14,0.0,0.007,
2.5,0.283,0.272,0.153,-0.206,0.0,-0.001,
2.55,0.29,0.272,0.142,-0.261,-0.0,0.002,
2.6,0.297,0.272,0.127,-0.315,0.001,-0.009,
2.65,0.303,0.272,0.11,-0.368,-0.001,-0.02,
2.7,0.308,0.272,0.09,-0.414,-0.002,-0.005,
2.75,0.312,0.272,0.068,-0.447,-0.002,0.008,
2.8,0.315,0.272,0.045,-0.475,-0.001,0.008,
2.85,0.317,0.272,0.02,-0.492,-0.0,-0.001,
2.9,0.317,0.272,-0.005,-0.49,-0.001,-0.0,
2.95,0.316,0.272,-0.029,-0.475,-0.001,0.009,
3.0,0.314,0.272,-0.052,-0.45,0.0,0.012,
3.05,0.311,0.272,-0.074,-0.413,0.001,-0.006,
3.1,0.306,0.272,-0.094,-0.372,-0.001,-0.014,
3.15,0.301,0.272,-0.112,-0.323,-0.002,0.01,
3.2,0.295,0.272,-0.127,-0.263,0.0,0.029,
3.25,0.288,0.272,-0.138,-0.206,0.003,0.021,
3.3,0.281,0.272,-0.147,-0.159,0.003,-0.006,
3.35,0.274,0.272,-0.154,-0.114,0.001,-0.017,
3.4,0.266,0.272,-0.159,-0.06,0.0,0.0,
3.45,0.258,0.272,-0.16,0.005,0.002,0.004,
