t,p1,p2,v1,a1,v2,a2,
0.05,0.252,0.263,0.345,-0.143,-0.287,0.064,
0.1,0.27,0.249,0.337,-0.203,-0.285,0.109,
0.15,0.286,0.235,0.325,-0.267,-0.28,0.222,
0.2,0.302,0.221,0.311,-0.359,-0.264,0.374,
0.25,0.317,0.208,0.294,-0.545,-0.243,0.557,
0.3,0.333,0.196,0.259,-0.772,-0.211,0.802,
0.35,0.344,0.186,0.21,-0.868,-0.167,1.096,
0.4,0.353,0.178,0.166,-0.852,-0.092,1.172,
0.45,0.36,0.178,0.127,-0.868,-0.028,0.813,
0.5,0.366,0.177,0.083,-0.948,-0.007,0.353,
0.55,0.369,0.178,0.031,-1.007,-0.002,0.077,
0.6,0.369,0.178,-0.021,-1.003,-0.011,0.081,
0.65,0.367,0.176,-0.07,-0.97,-0.006,0.366,
0.7,0.362,0.176,-0.117,-0.945,0.018,0.792,
0.75,0.355,0.176,-0.163,-0.93,0.076,1.127,
0.8,0.346,0.183,-0.214,-0.821,0.15,1.091,
0.85,0.333,0.192,-0.252,-0.598,0.197,0.81,
0.9,0.32,0.203,-0.271,-0.421,0.227,0.563,
0.95,0.306,0.215,-0.289,-0.336,0.249,0.382,
1.0,0.291,0.229,-0.304,-0.281,0.264,0.231,
1.05,0.276,0.242,-0.318,-0.21,0.272,0.093,
1.1,0.259,0.256,-0.328,-0.067,0.273,-0.031,
1.15,0.243,0.27,-0.327,0.156,0.268,-0.131,
1.2,0.226,0.283,-0.321,0.532,0.259,-0.21,
1.25,0.209,0.295,-0.277,0.946,0.248,-0.3,
1.3,0.198,0.308,-0.212,1.109,0.231,-0.417,
1.35,0.188,0.319,-0.162,1.155,0.205,-0.508,
1.4,0.181,0.328,-0.097,1.142,0.178,-0.56,
1.45,0.179,0.337,-0.035,0.877,0.149,-0.615,
1.5,0.179,0.344,-0.002,0.47,0.116,-0.667,
1.55,0.179,0.348,0.008,0.124,0.082,-0.715,
1.6,0.18,0.352,0.002,-0.052,0.044,-0.751,
1.65,0.18,0.353,-0.007,-0.011,0.006,-0.758,
1.7,0.179,0.352,-0.003,0.15,-0.032,-0.752,
1.75,0.179,0.35,0.007,0.364,-0.07,-0.728,
1.8,0.179,0.345,0.028,0.673,-0.105,-0.687,
1.85,0.181,0.339,0.078,0.92,-0.138,-0.652,
1.9,0.187,0.332,0.127,1.035,-0.171,-0.596,
1.95,0.193,0.322,0.176,1.174,-0.2,-0.497,
2.0,0.203,0.311,0.254,1.09,-0.221,-0.396,
2.05,0.22,0.3,0.305,0.641,-0.239,-0.308,
2.1,0.236,0.287,0.315,0.238,-0.253,-0.202,
2.15,0.252,0.274,0.317,0.052,-0.26,-0.081,
2.2,0.267,0.261,0.316,-0.047,-0.26,0.036,
2.25,0.283,0.248,0.319,-0.252,-0.256,0.145,
2.3,0.301,0.235,0.296,-0.539,-0.246,0.255,
2.35,0.314,0.223,0.255,-0.65,-0.23,0.369,
2.4,0.325,0.212,0.225,-0.646,-0.208,0.467,
2.45,0.336,0.202,0.195,-0.695,-0.183,0.55,
2.5,0.345,0.193,0.158,-0.783,-0.153,0.625,
2.55,0.352,0.187,0.114,-0.838,-0.12,0.682,
2.6,0.356,0.181,0.073,-0.865,-0.085,0.733,
2.65,0.359,0.178,0.029,-0.909,-0.045,0.759,
2.7,0.36,0.177,-0.02,-0.918,-0.007,0.749,
2.75,0.357,0.177,-0.065,-0.875,0.03,0.725,
2.8,0.353,0.18,-0.107,-0.822,0.065,0.7,
2.85,0.347,0.184,-0.149,-0.744,0.1,0.676,
2.9,0.338,0.19,-0.183,-0.657,0.134,0.63,
2.95,0.328,0.197,-0.21,-0.639,0.164,0.554,
3.0,0.317,0.206,-0.244,-0.645,0.189,0.47,
3.05,0.304,0.216,-0.283,-0.498,0.211,0.381,
3.1,0.288,0.228,-0.3,-0.24,0.228,0.276,
3.15,0.273,0.24,-0.301,-0.076,0.239,0.174,
3.2,0.258,0.252,-0.304,0.019,0.245,0.086,
3.25,0.243,0.264,-0.305,0.216,0.248,-0.013,
3.3,0.226,0.277,-0.284,0.461,0.245,-0.138,
3.35,0.215,0.289,-0.259,0.708,0.234,-0.257,
3.4,0.199,0.3,-0.216,0.981,0.218,-0.353,
3.45,0.191,0.311,-0.146,0.973,0.198,-0.44,
3.5,0.187,0.32,-0.114,0.853,0.173,-0.507,
3.55,0.179,0.328,-0.069,0.835,0.147,-0.562,
3.6,0.18,0.335,-0.02,0.609,0.118,-0.63,
3.65,0.179,0.34,-0.003,0.287,0.084,-0.694,
3.7,0.18,0.344,0.003,0.083,0.047,-0.724,
3.75,0.18,0.345,-0.004,0.088,0.009,-0.708,
3.8,0.179,0.344,0.001,0.316,-0.024,-0.691,
3.85,0.179,0.343,0.026,0.585,-0.059,-0.681,
3.9,0.181,0.338,0.067,0.724,-0.093,-0.649,
3.95,0.186,0.333,0.105,0.753,-0.124,-0.609,
4.0,0.192,0.326,0.139,0.823,-0.155,-0.542,
4.05,0.199,0.317,0.182,0.935,-0.179,-0.464,
4.1,0.209,0.308,0.243,0.84,-0.2,-0.413,
4.15,0.225,0.297,0.281,0.465,-0.221,-0.343,
4.2,0.239,0.286,0.286,0.119,-0.237,-0.221,
4.25,0.253,0.273,0.285,-0.08,-0.244,-0.082,
4.3,0.267,0.261,0.276,-0.2,-0.243,0.023,
4.35,0.281,0.249,0.264,-0.282,-0.24,0.106,
4.4,0.294,0.237,0.248,-0.361,-0.234,0.203,
4.45,0.306,0.225,0.227,-0.417,-0.221,0.312,
4.5,0.317,0.215,0.205,-0.461,-0.202,0.415,
4.55,0.326,0.205,0.185,-0.578,-0.179,0.505,
4.6,0.336,0.197,0.15,-0.752,-0.151,0.581,
4.65,0.342,0.19,0.105,-0.838,-0.12,0.648,
4.7,0.346,0.184,0.063,-0.845,-0.086,0.697,
4.75,0.348,0.181,0.02,-0.827,-0.05,0.736,
4.8,0.348,0.179,-0.021,-0.789,-0.012,0.761,
4.85,0.346,0.18,-0.059,-0.758,0.027,0.753,
4.9,0.342,0.182,-0.097,-0.733,0.065,0.709,
4.95,0.336,0.186,-0.132,-0.703,0.1,0.633,
5.0,0.329,0.192,-0.165,-0.683,0.128,0.573,
5.05,0.32,0.199,-0.204,-0.598,0.156,0.533,
5.1,0.308,0.208,-0.231,-0.413,0.182,0.472,
5.15,0.296,0.217,-0.243,-0.263,0.205,0.377,
5.2,0.283,0.229,-0.254,-0.174,0.22,0.263,
5.25,0.271,0.24,-0.26,-0.106,0.23,0.157,
5.3,0.257,0.252,-0.264,-0.038,0.236,0.057,
5.35,0.244,0.264,-0.264,0.07,0.236,-0.043,
5.4,0.231,0.276,-0.263,0.3,0.231,-0.129,
5.45,0.217,0.287,-0.242,0.644,0.223,-0.214,
5.5,0.205,0.298,-0.191,0.827,0.211,-0.317,
5.55,0.198,0.308,-0.144,0.732,0.191,-0.412,
5.6,0.192,0.317,-0.117,0.6,0.168,-0.478,
5.65,0.186,0.325,-0.089,0.55,0.143,-0.54,
5.7,0.183,0.332,-0.065,0.556,0.114,-0.601,
5.75,0.179,0.336,-0.032,0.538,0.082,-0.642,
5.8,0.18,0.34,-0.004,0.401,0.05,-0.675,
5.85,0.18,0.342,-0.0,0.405,0.014,-0.69,
5.9,0.179,0.341,0.028,0.553,-0.021,-0.675,
5.95,0.182,0.339,0.067,0.512,-0.053,-0.654,
6.0,0.187,0.336,0.083,0.424,-0.086,-0.633,
6.05,0.191,0.331,0.097,0.543,-0.118,-0.587,
6.1,0.196,0.324,0.131,0.771,-0.146,-0.521,
6.15,0.203,0.316,0.181,0.862,-0.169,-0.46,
6.2,0.214,0.307,0.232,0.647,-0.191,-0.398,
6.25,0.228,0.297,0.253,0.283,-0.211,-0.31,
6.3,0.24,0.286,0.252,0.067,-0.223,-0.206,
6.35,0.253,0.274,0.253,-0.018,-0.231,-0.11,
6.4,0.266,0.263,0.249,-0.083,-0.235,-0.002,
6.45,0.277,0.251,0.249,-0.22,-0.231,0.11,
6.5,0.291,0.239,0.234,-0.455,-0.223,0.204,
6.55,0.302,0.228,0.193,-0.505,-0.211,0.303,
6.6,0.309,0.218,0.176,-0.432,-0.193,0.41,
6.65,0.32,0.209,0.161,-0.538,-0.169,0.498,
6.7,0.327,0.201,0.123,-0.663,-0.142,0.565,
6.75,0.332,0.194,0.089,-0.697,-0.112,0.619,
6.8,0.335,0.19,0.054,-0.725,-0.079,0.65,
6.85,0.337,0.186,0.016,-0.738,-0.047,0.676,
6.9,0.337,0.185,-0.022,-0.704,-0.012,0.703,
6.95,0.335,0.185,-0.055,-0.645,0.025,0.7,
7.0,0.331,0.187,-0.085,-0.621,0.06,0.659,
7.05,0.326,0.191,-0.116,-0.62,0.091,0.611,
7.1,0.32,0.196,-0.146,-0.615,0.12,0.57,
7.15,0.312,0.203,-0.182,-0.523,0.149,0.511,
7.2,0.301,0.211,-0.204,-0.33,0.172,0.433,
7.25,0.291,0.221,-0.211,-0.205,0.192,0.345,
7.3,0.28,0.231,-0.221,-0.157,0.208,0.241,
7.35,0.269,0.242,-0.228,-0.095,0.216,0.145,
7.4,0.257,0.252,-0.232,-0.011,0.221,0.061,
7.45,0.245,0.264,-0.229,0.076,0.222,-0.033,
