t,p1,p2,v1,a1,v2,a2,
0.05,0.277,0.287,0.101,-0.151,0.074,-0.135,
0.1,0.282,0.291,0.093,-0.189,0.066,-0.182,
0.15,0.287,0.294,0.082,-0.227,0.055,-0.219,
0.2,0.291,0.297,0.07,-0.259,0.044,-0.257,
0.25,0.294,0.298,0.056,-0.286,0.029,-0.28,
0.3,0.296,0.299,0.041,-0.306,0.014,-0.267,
0.35,0.298,0.3,0.025,-0.321,0.003,-0.255,
0.4,0.299,0.3,0.009,-0.327,-0.01,-0.264,
0.45,0.299,0.299,-0.008,-0.319,-0.024,-0.26,
0.5,0.298,0.297,-0.024,-0.302,-0.037,-0.237,
0.55,0.297,0.295,-0.038,-0.28,-0.048,-0.213,
0.6,0.294,0.292,-0.051,-0.262,-0.058,-0.19,
0.65,0.291,0.289,-0.064,-0.252,-0.067,-0.157,
0.7,0.288,0.286,-0.077,-0.228,-0.074,-0.117,
0.75,0.283,0.282,-0.088,-0.186,-0.079,-0.084,
0.8,0.279,0.278,-0.096,-0.147,-0.082,-0.06,
0.85,0.274,0.273,-0.102,-0.111,-0.085,-0.031,
0.9,0.269,0.269,-0.107,-0.069,-0.086,0.01,
0.95,0.263,0.265,-0.11,-0.015,-0.084,0.053,
1.0,0.257,0.261,-0.109,0.043,-0.081,0.095,
1.05,0.252,0.256,-0.105,0.095,-0.075,0.138,
1.1,0.247,0.253,-0.099,0.136,-0.066,0.164,
1.15,0.242,0.25,-0.091,0.166,-0.058,0.192,
1.2,0.238,0.247,-0.083,0.201,-0.047,0.225,
1.25,0.234,0.245,-0.071,0.24,-0.035,0.239,
1.3,0.23,0.244,-0.058,0.27,-0.023,0.241,
1.35,0.228,0.243,-0.044,0.295,-0.011,0.248,
1.4,0.226,0.243,-0.029,0.316,0.002,0.256,
1.45,0.225,0.243,-0.012,0.326,0.015,0.253,
1.5,0.225,0.244,0.005,0.323,0.028,0.235,
1.55,0.226,0.246,0.02,0.313,0.038,0.221,
1.6,0.227,0.248,0.036,0.301,0.05,0.209,
1.65,0.229,0.251,0.051,0.282,0.06,0.178,
1.7,0.232,0.254,0.065,0.254,0.068,0.138,
1.75,0.236,0.258,0.077,0.221,0.074,0.098,
1.8,0.24,0.262,0.087,0.183,0.077,0.069,
1.85,0.244,0.265,0.095,0.142,0.082,0.028,
1.9,0.249,0.27,0.101,0.101,0.081,-0.035,
1.95,0.255,0.274,0.105,0.059,0.076,-0.063,
2.0,0.26,0.277,0.107,0.013,0.074,-0.073,
2.05,0.265,0.281,0.106,-0.033,0.071,-0.112,
2.1,0.271,0.285,0.104,-0.089,0.063,-0.157,
2.15,0.276,0.287,0.098,-0.151,0.053,-0.174,
2.2,0.281,0.29,0.088,-0.192,0.046,-0.195,
2.25,0.285,0.292,0.078,-0.218,0.035,-0.23,
2.3,0.288,0.293,0.066,-0.243,0.022,-0.24,
2.35,0.291,0.294,0.053,-0.263,0.01,-0.228,
2.4,0.294,0.294,0.04,-0.286,-0.001,-0.221,
2.45,0.295,0.294,0.025,-0.31,-0.012,-0.222,
2.5,0.296,0.293,0.009,-0.322,-0.024,-0.211,
2.55,0.296,0.292,-0.008,-0.315,-0.034,-0.188,
2.6,0.295,0.29,-0.023,-0.296,-0.043,-0.154,
2.65,0.294,0.287,-0.038,-0.276,-0.049,-0.13,
2.7,0.292,0.285,-0.051,-0.257,-0.055,-0.123,
2.75,0.289,0.282,-0.063,-0.236,-0.061,-0.111,
2.8,0.285,0.279,-0.075,-0.208,-0.067,-0.089,
2.85,0.281,0.275,-0.085,-0.169,-0.071,-0.054,
