t,p1,p2,v1,a1,v2,a2,
0.05,0.258,0.257,0.088,0.049,0.031,0.141,
0.1,0.263,0.258,0.092,0.04,0.039,0.145,
0.15,0.268,0.261,0.094,-0.006,0.046,0.131,
0.2,0.272,0.263,0.092,-0.078,0.053,0.091,
0.25,0.277,0.266,0.086,-0.151,0.056,0.026,
0.3,0.281,0.269,0.077,-0.212,0.056,-0.038,
0.35,0.285,0.272,0.065,-0.268,0.052,-0.09,
0.4,0.288,0.274,0.049,-0.313,0.046,-0.127,
0.45,0.29,0.276,0.033,-0.336,0.039,-0.154,
0.5,0.291,0.278,0.015,-0.348,0.031,-0.179,
0.55,0.291,0.279,-0.002,-0.355,0.021,-0.205,
0.6,0.291,0.28,-0.02,-0.355,0.01,-0.22,
0.65,0.289,0.28,-0.038,-0.337,-0.002,-0.207,
0.7,0.287,0.28,-0.055,-0.308,-0.012,-0.171,
0.75,0.284,0.279,-0.07,-0.269,-0.018,-0.146,
0.8,0.28,0.278,-0.082,-0.214,-0.026,-0.121,
0.85,0.275,0.276,-0.091,-0.152,-0.032,-0.073,
0.9,0.27,0.275,-0.097,-0.095,-0.033,-0.03,
0.95,0.265,0.273,-0.101,-0.037,-0.035,0.01,
1.0,0.26,0.271,-0.102,0.04,-0.033,0.061,
1.05,0.255,0.27,-0.097,0.12,-0.028,0.109,
1.1,0.25,0.268,-0.088,0.165,-0.022,0.149,
1.15,0.246,0.267,-0.079,0.191,-0.013,0.177,
1.2,0.243,0.267,-0.073,0.277,-0.003,0.192,
1.25,0.238,0.267,-0.055,0.425,0.007,0.192,
1.3,0.236,0.268,-0.022,0.431,0.016,0.18,
1.35,0.238,0.269,-0.008,0.348,0.025,0.166,
1.4,0.236,0.27,0.004,0.396,0.033,0.145,
1.45,0.237,0.272,0.036,0.38,0.04,0.109,
1.5,0.241,0.274,0.046,0.299,0.044,0.079,
1.55,0.241,0.276,0.061,0.287,0.048,0.04,
1.6,0.246,0.279,0.08,0.186,0.049,-0.018,
1.65,0.25,0.281,0.081,0.074,0.046,-0.079,
1.7,0.254,0.284,0.083,0.036,0.04,-0.134,
1.75,0.258,0.286,0.084,0.004,0.032,-0.177,
1.8,0.263,0.287,0.085,-0.05,0.023,-0.218,
1.85,0.267,0.288,0.08,-0.124,0.011,-0.253,
1.9,0.271,0.288,0.071,-0.168,-0.004,-0.259,
1.95,0.274,0.287,0.061,-0.182,-0.017,-0.235,
2.0,0.277,0.286,0.054,-0.211,-0.026,-0.229,
2.05,0.28,0.285,0.041,-0.255,-0.039,-0.229,
2.1,0.281,0.282,0.026,-0.265,-0.051,-0.195,
2.15,0.282,0.28,0.014,-0.262,-0.059,-0.149,
2.2,0.283,0.276,0.001,-0.263,-0.065,-0.108,
2.25,0.282,0.273,-0.013,-0.236,-0.07,-0.063,
2.3,0.281,0.269,-0.024,-0.188,-0.072,-0.007,
2.35,0.28,0.266,-0.031,-0.154,-0.071,0.044,
2.4,0.278,0.262,-0.038,-0.137,-0.068,0.101,
2.45,0.276,0.259,-0.046,-0.101,-0.061,0.17,
2.5,0.273,0.256,-0.05,-0.045,-0.05,0.215,
2.55,0.271,0.254,-0.05,0.001,-0.038,0.234,
2.6,0.268,0.252,-0.049,0.035,-0.027,0.262,
2.65,0.266,0.251,-0.046,0.066,-0.013,0.3,
2.7,0.264,0.251,-0.043,0.102,0.004,0.321,
2.75,0.261,0.251,-0.036,0.132,0.02,0.317,
2.8,0.26,0.253,-0.028,0.137,0.036,0.29,
2.85,0.259,0.255,-0.022,0.138,0.049,0.255,
2.9,0.258,0.258,-0.015,0.146,0.061,0.225,
2.95,0.257,0.261,-0.008,0.154,0.072,0.182,
3.0,0.257,0.265,0.002,0.139,0.08,0.127,
3.05,0.257,0.269,0.008,0.101,0.086,0.051,
3.1,0.258,0.274,0.011,0.071,0.086,-0.033,
3.15,0.258,0.278,0.015,0.036,0.081,-0.089,
3.2,0.259,0.282,0.015,0.003,0.077,-0.14,
3.25,0.26,0.286,0.014,-0.002,0.068,-0.194,
3.3,0.261,0.289,0.015,-0.008,0.056,-0.23,
3.35,0.262,0.292,0.014,-0.035,0.044,-0.253,
3.4,0.262,0.293,0.011,-0.066,0.031,-0.265,
3.45,0.263,0.295,0.007,-0.083,0.017,-0.267,
3.5,0.263,0.295,0.002,-0.083,0.004,-0.266,
3.55,0.263,0.295,-0.002,-0.077,-0.009,-0.268,
3.6,0.263,0.294,-0.005,-0.072,-0.023,-0.271,
3.65,0.262,0.293,-0.009,-0.066,-0.037,-0.255,
3.7,0.262,0.291,-0.013,-0.044,-0.05,-0.211,
3.75,0.261,0.288,-0.014,-0.011,-0.059,-0.156,
3.8,0.26,0.285,-0.013,0.008,-0.064,-0.117,
3.85,0.26,0.281,-0.012,0.013,-0.07,-0.079,
3.9,0.259,0.277,-0.012,0.032,-0.073,-0.03,
3.95,0.258,0.274,-0.01,0.064,-0.073,0.017,
4.0,0.258,0.27,-0.006,0.093,-0.071,0.068,
4.05,0.258,0.267,0.0,0.111,-0.067,0.128,
4.1,0.258,0.263,0.006,0.111,-0.059,0.188,
4.15,0.258,0.261,0.011,0.111,-0.047,0.223,
4.2,0.259,0.258,0.017,0.114,-0.035,0.24,
4.25,0.26,0.257,0.023,0.113,-0.023,0.251,
4.3,0.261,0.256,0.029,0.103,-0.01,0.259,
4.35,0.263,0.256,0.033,0.082,0.003,0.267,
4.4,0.265,0.256,0.037,0.062,0.018,0.251,
4.45,0.267,0.258,0.04,0.031,0.03,0.2,
4.5,0.269,0.26,0.041,-0.019,0.037,0.151,
4.55,0.271,0.262,0.038,-0.064,0.044,0.126,
4.6,0.273,0.264,0.034,-0.096,0.05,0.099,
4.65,0.274,0.267,0.028,-0.125,0.055,0.051,
4.7,0.276,0.27,0.021,-0.145,0.055,0.005,
4.75,0.276,0.272,0.013,-0.159,0.055,-0.038,
4.8,0.277,0.275,0.005,-0.174,0.052,-0.085,
4.85,0.277,0.278,-0.004,-0.188,0.046,-0.112,
4.9,0.277,0.28,-0.014,-0.195,0.04,-0.131,
4.95,0.276,0.282,-0.025,-0.178,0.033,-0.158,
5.0,0.274,0.283,-0.033,-0.142,0.024,-0.17,
5.05,0.272,0.284,-0.039,-0.113,0.016,-0.178,
5.1,0.27,0.285,-0.043,-0.111,0.006,-0.186,
5.15,0.268,0.285,-0.049,-0.118,-0.004,-0.165,
5.2,0.265,0.284,-0.057,-0.083,-0.011,-0.135,
5.25,0.262,0.284,-0.059,-0.021,-0.017,-0.115,
5.3,0.259,0.282,-0.057,0.021,-0.023,-0.087,
5.35,0.256,0.281,-0.056,0.062,-0.026,-0.058,
5.4,0.253,0.28,-0.052,0.111,-0.028,-0.027,
5.45,0.251,0.278,-0.045,0.149,-0.029,0.015,
5.5,0.249,0.277,-0.037,0.18,-0.027,0.052,
5.55,0.247,0.276,-0.027,0.211,-0.023,0.065,
5.6,0.246,0.275,-0.015,0.233,-0.02,0.065,
5.65,0.246,0.274,-0.003,0.245,-0.017,0.076,
5.7,0.246,0.273,0.01,0.242,-0.012,0.092,
5.75,0.247,0.273,0.022,0.225,-0.007,0.092,
5.8,0.248,0.272,0.032,0.205,-0.003,0.088,
5.85,0.25,0.272,0.042,0.18,0.002,0.073,
5.9,0.252,0.272,0.051,0.147,0.005,0.053,
5.95,0.255,0.273,0.057,0.104,0.006,0.049,
6.0,0.258,0.273,0.062,0.055,0.01,0.041,
6.05,0.262,0.274,0.062,0.017,0.012,0.01,
6.1,0.264,0.274,0.063,-0.015,0.011,-0.022,
6.15,0.268,0.275,0.062,-0.064,0.009,-0.043,
6.2,0.271,0.275,0.057,-0.119,0.006,-0.055,
6.25,0.274,0.275,0.049,-0.163,0.003,-0.06,
6.3,0.276,0.276,0.04,-0.186,0.0,-0.073,
6.35,0.278,0.275,0.03,-0.197,-0.004,-0.079,
6.4,0.279,0.275,0.02,-0.2,-0.008,-0.075,
6.45,0.28,0.275,0.01,-0.199,-0.011,-0.077,
6.5,0.28,0.274,-0.0,-0.2,-0.016,-0.079,
6.55,0.28,0.273,-0.01,-0.195,-0.02,-0.058,
6.6,0.279,0.272,-0.02,-0.182,-0.022,-0.026,
6.65,0.277,0.271,-0.029,-0.161,-0.022,-0.001,
6.7,0.276,0.27,-0.036,-0.138,-0.022,0.03,
6.75,0.274,0.268,-0.043,-0.103,-0.02,0.062,
6.8,0.271,0.268,-0.047,-0.059,-0.015,0.075,
6.85,0.269,0.267,-0.048,-0.026,-0.012,0.088,
6.9,0.267,0.266,-0.049,-0.001,-0.007,0.114,
6.95,0.264,0.266,-0.049,0.03,0.0,0.118,
7.0,0.262,0.266,-0.046,0.059,0.005,0.109,
7.05,0.259,0.267,-0.043,0.085,0.01,0.11,
7.1,0.257,0.267,-0.038,0.117,0.016,0.115,
7.15,0.256,0.268,-0.031,0.142,0.022,0.115,
7.2,0.254,0.27,-0.023,0.148,0.028,0.099,
7.25,0.253,0.271,-0.016,0.146,0.032,0.076,
7.3,0.253,0.273,-0.008,0.147,0.036,0.052,
7.35,0.252,0.275,-0.001,0.149,0.038,0.022,
7.4,0.253,0.277,0.007,0.137,0.038,-0.006,
7.45,0.253,0.279,0.013,0.114,0.037,-0.024,
7.5,0.254,0.28,0.018,0.097,0.036,-0.058,
7.55,0.255,0.282,0.024,0.07,0.031,-0.094,
7.6,0.257,0.283,0.025,0.036,0.025,-0.104,
7.65,0.258,0.285,0.026,0.017,0.022,-0.127,
7.7,0.259,0.286,0.028,-0.008,0.013,-0.156,
7.75,0.261,0.286,0.026,-0.033,0.004,-0.159,
7.8,0.262,0.286,0.024,-0.046,-0.003,-0.153,
7.85,0.263,0.286,0.021,-0.05,-0.01,-0.159,
7.9,0.264,0.285,0.018,-0.04,-0.019,-0.163,
7.95,0.265,0.284,0.017,-0.036,-0.028,-0.144,
8.0,0.265,0.282,0.015,-0.046,-0.034,-0.116,
8.05,0.266,0.281,0.013,-0.064,-0.038,-0.101,
8.1,0.267,0.279,0.008,-0.075,-0.043,-0.087,
8.15,0.267,0.276,0.004,-0.06,-0.049,-0.043,
8.2,0.267,0.274,0.002,-0.045,-0.049,0.022,
8.25,0.267,0.271,0.0,-0.041,-0.044,0.053,
8.3,0.267,0.269,-0.002,-0.025,-0.042,0.052,
8.35,0.267,0.267,-0.002,-0.01,-0.041,0.07,
8.4,0.267,0.265,-0.004,0.009,-0.036,0.1,
8.45,0.267,0.263,-0.002,0.026,-0.03,0.118,
8.5,0.267,0.262,0.0,0.02,-0.024,0.142,
8.55,0.267,0.261,0.0,0.013,-0.016,0.17,
8.6,0.267,0.26,0.001,0.02,-0.006,0.174,
8.65,0.267,0.26,0.003,0.024,0.002,0.158,
8.7,0.267,0.261,0.004,0.023,0.009,0.152,
8.75,0.267,0.261,0.004,0.026,0.017,0.163,
8.8,0.267,0.262,0.007,0.013,0.026,0.161,
8.85,0.268,0.264,0.006,-0.012,0.035,0.12,
8.9,0.268,0.266,0.005,-0.027,0.038,0.068,
8.95,0.268,0.268,0.003,-0.035,0.04,0.047,
9.0,0.268,0.27,0.002,-0.043,0.043,0.028,
9.05,0.269,0.272,-0.001,-0.056,0.044,-0.011,
9.1,0.268,0.274,-0.004,-0.067,0.042,-0.055,
9.15,0.268,0.276,-0.008,-0.066,0.038,-0.095,
9.2,0.268,0.278,-0.011,-0.056,0.032,-0.117,
9.25,0.267,0.28,-0.012,-0.062,0.026,-0.122,
9.3,0.267,0.281,-0.017,-0.064,0.02,-0.132,
9.35,0.265,0.282,-0.02,-0.049,0.012,-0.136,
9.4,0.264,0.282,-0.022,-0.041,0.005,-0.126,
9.45,0.263,0.282,-0.024,-0.024,-0.001,-0.106,
9.5,0.262,0.282,-0.025,0.005,-0.005,-0.09,
9.55,0.261,0.282,-0.024,0.027,-0.009,-0.085,
9.6,0.259,0.281,-0.021,0.034,-0.014,-0.08,
9.65,0.258,0.28,-0.02,0.038,-0.018,-0.061,
9.7,0.257,0.279,-0.018,0.055,-0.02,-0.034,
9.75,0.257,0.278,-0.015,0.076,-0.021,-0.014,
9.8,0.256,0.277,-0.01,0.09,-0.021,0.004,
9.85,0.256,0.276,-0.005,0.097,-0.02,0.02,
9.9,0.255,0.275,-0.001,0.107,-0.019,0.025,
9.95,0.255,0.274,0.005,0.114,-0.018,0.026,
10.0,0.256,0.273,0.011,0.106,-0.017,0.03,
10.05,0.257,0.272,0.016,0.089,-0.015,0.042,
10.1,0.258,0.272,0.02,0.081,-0.012,0.055,
10.15,0.258,0.271,0.024,0.078,-0.01,0.069,
10.2,0.26,0.271,0.028,0.063,-0.006,0.083,
10.25,0.261,0.27,0.031,0.04,-0.0,0.073,
10.3,0.263,0.271,0.032,0.016,0.003,0.043,
10.35,0.265,0.271,0.032,-0.01,0.004,0.025,
10.4,0.266,0.271,0.031,-0.039,0.005,0.017,
10.45,0.268,0.271,0.028,-0.06,0.005,0.018,
10.5,0.269,0.271,0.025,-0.074,0.007,0.01,
10.55,0.27,0.272,0.021,-0.087,0.006,-0.011,
10.6,0.271,0.272,0.016,-0.096,0.005,-0.019,
10.65,0.272,0.273,0.012,-0.115,0.004,-0.016,
10.7,0.273,0.273,0.004,-0.126,0.004,-0.013,
10.75,0.272,0.273,-0.002,-0.107,0.004,-0.025,
10.8,0.272,0.273,-0.007,-0.085,0.001,-0.033,
10.85,0.272,0.273,-0.011,-0.069,-0.0,-0.029,
10.9,0.271,0.273,-0.012,-0.076,-0.002,-0.018,
10.95,0.271,0.273,-0.018,-0.093,-0.002,-0.006,
11.0,0.269,0.273,-0.024,-0.077,-0.002,-0.006,
11.05,0.268,0.273,-0.026,-0.046,-0.003,0.004,
11.1,0.267,0.272,-0.028,-0.02,-0.002,0.008,
11.15,0.265,0.273,-0.028,-0.002,-0.002,0.004,
11.2,0.264,0.272,-0.027,-0.001,-0.003,0.025,
11.25,0.263,0.272,-0.029,0.019,0.001,0.043,
11.3,0.261,0.272,-0.026,0.056,0.003,0.042,
11.35,0.26,0.272,-0.022,0.072,0.004,0.048,
11.4,0.259,0.273,-0.018,0.077,0.007,0.055,
11.45,0.258,0.273,-0.015,0.086,0.011,0.044,
11.5,0.257,0.274,-0.009,0.087,0.012,0.019,
11.55,0.257,0.274,-0.006,0.082,0.012,0.01,
11.6,0.257,0.275,-0.002,0.09,0.013,0.01,
11.65,0.257,0.276,0.003,0.095,0.013,0.002,
11.7,0.257,0.276,0.009,0.078,0.013,-0.003,
11.75,0.258,0.277,0.012,0.054,0.014,-0.023,
11.8,0.258,0.278,0.013,0.047,0.011,-0.053,
11.85,0.259,0.278,0.016,0.039,0.008,-0.067,
11.9,0.26,0.279,0.018,0.017,0.004,-0.072,
11.95,0.261,0.279,0.018,0.001,0.0,-0.07,
12.0,0.262,0.279,0.018,-0.008,-0.004,-0.05,
12.05,0.263,0.278,0.016,-0.007,-0.005,-0.036,
12.1,0.263,0.278,0.016,0.007,-0.005,-0.051,
12.15,0.264,0.278,0.018,0.001,-0.009,-0.074,
12.2,0.265,0.277,0.018,-0.028,-0.015,-0.061,
12.25,0.266,0.276,0.015,-0.057,-0.016,-0.03,
12.3,0.267,0.275,0.011,-0.072,-0.017,-0.02,
12.35,0.267,0.275,0.007,-0.061,-0.018,-0.015,
12.4,0.267,0.274,0.004,-0.034,-0.019,-0.002,
12.45,0.268,0.273,0.004,-0.024,-0.018,0.01,
12.5,0.268,0.272,0.002,-0.025,-0.017,0.017,
12.55,0.268,0.271,0.002,-0.034,-0.016,0.018,
12.6,0.268,0.27,-0.001,-0.041,-0.016,0.029,
12.65,0.268,0.269,-0.003,-0.032,-0.014,0.055,
12.7,0.268,0.269,-0.004,-0.027,-0.01,0.065,
12.75,0.267,0.268,-0.006,-0.018,-0.007,0.062,
12.8,0.267,0.268,-0.006,-0.011,-0.004,0.07,
12.85,0.267,0.268,-0.007,-0.01,0.0,0.076,
12.9,0.266,0.268,-0.007,-0.009,0.004,0.069,
12.95,0.266,0.268,-0.007,-0.011,0.007,0.061,
13.0,0.266,0.269,-0.008,-0.008,0.01,0.066,
13.05,0.265,0.269,-0.008,-0.0,0.014,0.068,
13.1,0.265,0.27,-0.008,0.008,0.017,0.049,
13.15,0.264,0.271,-0.007,0.01,0.019,0.025,
13.2,0.264,0.272,-0.007,0.006,0.019,0.014,
13.25,0.264,0.273,-0.007,0.005,0.02,0.006,
13.3,0.263,0.274,-0.007,0.006,0.02,-0.002,
13.35,0.263,0.275,-0.006,0.002,0.02,-0.021,
13.4,0.263,0.276,-0.006,0.002,0.018,-0.045,
13.45,0.262,0.277,-0.006,0.012,0.014,-0.04,
13.5,0.262,0.277,-0.005,0.019,0.014,-0.033,
13.55,0.262,0.278,-0.004,0.02,0.013,-0.06,
13.6,0.262,0.279,-0.003,0.021,0.008,-0.091,
13.65,0.262,0.279,-0.002,0.028,0.002,-0.085,
13.7,0.262,0.279,0.0,0.02,-0.001,-0.061,
13.75,0.262,0.279,0.001,-0.003,-0.003,-0.049,
13.8,0.262,0.279,-0.001,-0.009,-0.006,-0.051,
13.85,0.262,0.278,-0.001,0.002,-0.008,-0.058,
13.9,0.262,0.278,-0.0,0.012,-0.013,-0.041,
13.95,0.262,0.277,0.0,0.021,-0.013,-0.012,
14.0,0.262,0.276,0.001,0.035,-0.012,-0.021,
14.05,0.262,0.276,0.004,0.035,-0.015,-0.025,
14.1,0.262,0.275,0.006,0.017,-0.016,-0.002,
14.15,0.262,0.274,0.006,0.006,-0.015,0.012,
14.2,0.263,0.273,0.006,0.009,-0.015,0.024,
14.25,0.263,0.273,0.006,0.013,-0.013,0.039,
14.3,0.263,0.272,0.007,0.016,-0.01,0.039,
14.35,0.263,0.272,0.008,0.025,-0.009,0.032,
14.4,0.264,0.271,0.01,0.025,-0.007,0.037,
14.45,0.264,0.271,0.011,0.007,-0.005,0.037,
14.5,0.265,0.271,0.011,-0.015,-0.003,0.032,
14.55,0.266,0.271,0.008,-0.018,-0.002,0.039,
14.6,0.266,0.27,0.009,-0.012,0.001,0.042,
14.65,0.267,0.271,0.009,-0.026,0.003,0.034,
14.7,0.267,0.271,0.006,-0.036,0.003,0.038,
14.75,0.267,0.271,0.004,-0.03,0.006,0.04,
14.8,0.267,0.271,0.003,-0.027,0.009,0.018,
14.85,0.267,0.272,0.002,-0.03,0.008,-0.004,
14.9,0.267,0.272,0.0,-0.034,0.007,-0.006,
14.95,0.267,0.273,-0.002,-0.039,0.007,0.011,
15.0,0.267,0.273,-0.004,-0.042,0.009,0.015,
15.05,0.267,0.274,-0.006,-0.037,0.009,-0.001,
15.1,0.267,0.274,-0.008,-0.025,0.008,-0.007,
15.15,0.266,0.274,-0.009,-0.017,0.009,-0.015,
15.2,0.266,0.275,-0.009,-0.02,0.007,-0.03,
15.25,0.265,0.275,-0.011,-0.023,0.005,-0.034,
15.3,0.265,0.275,-0.012,-0.01,0.004,-0.039,
15.35,0.264,0.276,-0.012,0.008,0.0,-0.026,
15.4,0.263,0.275,-0.011,0.01,0.001,-0.008,
15.45,0.263,0.276,-0.01,0.006,0.002,-0.026,
15.5,0.262,0.276,-0.01,0.006,-0.002,-0.046,
15.55,0.262,0.275,-0.011,0.021,-0.005,-0.019,
