t,p1,p2,v1,a1,v2,a2,
0.05,0.264,0.267,0.178,-0.156,-0.011,-0.061,
0.1,0.273,0.266,0.169,-0.203,-0.015,-0.055,
0.15,0.281,0.265,0.158,-0.257,-0.017,-0.041,
0.2,0.289,0.264,0.142,-0.305,-0.018,-0.046,
0.25,0.295,0.263,0.126,-0.333,-0.022,-0.047,
0.3,0.301,0.262,0.11,-0.379,-0.024,-0.034,
0.35,0.306,0.261,0.088,-0.434,-0.026,-0.009,
0.4,0.31,0.259,0.072,-0.568,-0.024,0.007,
0.45,0.315,0.258,0.031,-0.673,-0.024,-0.003,
0.5,0.313,0.257,-0.008,-0.564,-0.025,-0.007,
0.55,0.313,0.256,-0.025,-0.458,-0.025,0.009,
0.6,0.311,0.255,-0.049,-0.425,-0.025,0.037,
0.65,0.307,0.253,-0.068,-0.396,-0.022,0.069,
0.7,0.304,0.252,-0.087,-0.401,-0.017,0.089,
0.75,0.299,0.252,-0.109,-0.384,-0.013,0.101,
0.8,0.293,0.251,-0.127,-0.328,-0.006,0.099,
0.85,0.286,0.251,-0.142,-0.26,-0.002,0.088,
0.9,0.279,0.251,-0.154,-0.172,0.001,0.095,
0.95,0.27,0.251,-0.159,-0.083,0.007,0.106,
1.0,0.262,0.252,-0.16,-0.041,0.013,0.103,
1.05,0.255,0.252,-0.162,-0.019,0.017,0.096,
1.1,0.246,0.253,-0.162,0.02,0.022,0.093,
1.15,0.239,0.255,-0.165,0.147,0.027,0.087,
1.2,0.229,0.256,-0.152,0.346,0.03,0.085,
1.25,0.223,0.258,-0.124,0.434,0.036,0.071,
1.3,0.217,0.26,-0.104,0.434,0.038,0.042,
1.35,0.212,0.262,-0.083,0.452,0.039,0.031,
1.4,0.209,0.264,-0.059,0.477,0.042,0.02,
1.45,0.206,0.266,-0.035,0.505,0.042,0.001,
1.5,0.205,0.268,-0.009,0.518,0.042,-0.025,
1.55,0.205,0.27,0.016,0.528,0.04,-0.062,
1.6,0.206,0.272,0.05,0.441,0.035,-0.087,
1.65,0.212,0.274,0.062,0.328,0.03,-0.1,
1.7,0.212,0.275,0.071,0.402,0.025,-0.115,
1.75,0.217,0.276,0.107,0.409,0.019,-0.127,
1.8,0.225,0.277,0.119,0.309,0.012,-0.136,
