t,p1,p2,v1,a1,v2,a2,
2.0,0.283,0.256,-0.021,-0.168,-0.079,0.159,
2.05,0.281,0.253,-0.028,-0.124,-0.068,0.221,
2.1,0.28,0.249,-0.033,-0.087,-0.056,0.274,
2.15,0.278,0.247,-0.037,-0.048,-0.04,0.309,
2.2,0.276,0.245,-0.038,-0.015,-0.024,0.325,
2.25,0.274,0.244,-0.037,-0.01,-0.008,0.352,
2.3,0.272,0.244,-0.039,-0.003,0.011,0.373,
2.35,0.27,0.245,-0.039,0.022,0.031,0.357,
2.4,0.268,0.248,-0.037,0.053,0.048,0.314,
2.45,0.267,0.25,-0.033,0.073,0.061,0.281,
2.5,0.265,0.254,-0.029,0.079,0.076,0.251,
2.55,0.264,0.258,-0.024,0.077,0.088,0.199,
2.6,0.263,0.263,-0.021,0.07,0.096,0.142,
2.65,0.262,0.268,-0.018,0.071,0.102,0.075,
2.7,0.261,0.273,-0.014,0.067,0.104,-0.0,
2.75,0.26,0.278,-0.01,0.042,0.102,-0.07,
2.8,0.26,0.283,-0.009,0.01,0.097,-0.144,
2.85,0.259,0.288,-0.01,-0.007,0.087,-0.208,
2.9,0.259,0.292,-0.01,-0.011,0.075,-0.252,
2.95,0.258,0.296,-0.011,-0.009,0.062,-0.295,
3.0,0.258,0.298,-0.011,-0.011,0.046,-0.332,
3.05,0.257,0.3,-0.012,-0.02,0.028,-0.35,
3.1,0.256,0.301,-0.013,-0.021,0.01,-0.352,
3.15,0.256,0.301,-0.014,-0.02,-0.008,-0.34,
3.2,0.255,0.3,-0.016,-0.007,-0.025,-0.314,
3.25,0.254,0.299,-0.015,0.016,-0.039,-0.287,
3.3,0.253,0.296,-0.014,0.041,-0.053,-0.258,
3.35,0.253,0.293,-0.011,0.066,-0.066,-0.208,
3.4,0.252,0.289,-0.007,0.079,-0.075,-0.144,
3.45,0.252,0.286,-0.003,0.088,-0.079,-0.106,
3.5,0.252,0.282,0.001,0.108,-0.085,-0.073,
3.55,0.252,0.277,0.007,0.131,-0.089,-0.003,
3.6,0.253,0.273,0.014,0.147,-0.085,0.068,
3.65,0.253,0.269,0.023,0.146,-0.08,0.107,
3.7,0.255,0.265,0.029,0.138,-0.075,0.148,
3.75,0.256,0.261,0.036,0.143,-0.066,0.199,
3.8,0.258,0.258,0.044,0.133,-0.054,0.238,
3.85,0.261,0.255,0.05,0.109,-0.041,0.262,
3.9,0.263,0.254,0.055,0.089,-0.028,0.28,
3.95,0.266,0.252,0.059,0.055,-0.013,0.289,
4.0,0.269,0.252,0.061,0.003,0.003,0.266,
4.05,0.273,0.253,0.059,-0.046,0.014,0.234,
4.1,0.275,0.254,0.056,-0.075,0.025,0.216,
4.15,0.278,0.255,0.052,-0.108,0.036,0.183,
4.2,0.281,0.258,0.046,-0.16,0.045,0.123,
4.25,0.283,0.26,0.036,-0.207,0.047,0.083,
4.3,0.284,0.262,0.024,-0.234,0.051,0.072,
4.35,0.285,0.265,0.012,-0.26,0.056,0.032,
4.4,0.286,0.268,-0.002,-0.277,0.056,-0.026,
4.45,0.285,0.271,-0.016,-0.271,0.052,-0.059,
4.5,0.284,0.273,-0.03,-0.246,0.049,-0.084,
4.55,0.282,0.276,-0.041,-0.219,0.045,-0.119,
4.6,0.28,0.278,-0.051,-0.197,0.037,-0.15,
4.65,0.277,0.28,-0.061,-0.165,0.028,-0.156,
4.7,0.274,0.281,-0.068,-0.14,0.021,-0.143,
4.75,0.27,0.282,-0.074,-0.126,0.014,-0.125,
4.8,0.266,0.282,-0.082,-0.084,0.008,-0.105,
4.85,0.262,0.282,-0.084,-0.018,0.004,-0.093,
4.9,0.258,0.283,-0.083,0.044,-0.001,-0.084,
4.95,0.253,0.282,-0.079,0.093,-0.005,-0.06,
5.0,0.25,0.282,-0.074,0.14,-0.006,-0.046,
5.05,0.246,0.282,-0.065,0.187,-0.01,-0.035,
5.1,0.243,0.281,-0.054,0.215,-0.011,-0.009,
5.15,0.241,0.28,-0.042,0.223,-0.01,0.015,
5.2,0.239,0.28,-0.035,0.286,-0.009,0.032,
5.25,0.236,0.279,-0.013,0.344,-0.006,0.033,
5.3,0.238,0.279,0.003,0.326,-0.005,0.023,
5.35,0.237,0.279,0.014,0.381,-0.005,0.024,
5.4,0.238,0.279,0.045,0.364,-0.003,0.027,
5.45,0.243,0.279,0.055,0.267,-0.002,0.026,
5.5,0.244,0.279,0.067,0.239,0.0,0.007,
5.55,0.249,0.279,0.083,0.142,-0.001,-0.013,
5.6,0.253,0.279,0.082,0.042,-0.001,-0.03,
5.65,0.257,0.279,0.083,0.011,-0.004,-0.049,
5.7,0.261,0.278,0.083,-0.017,-0.007,-0.052,
5.75,0.265,0.278,0.082,-0.06,-0.008,-0.063,
5.8,0.27,0.277,0.078,-0.116,-0.013,-0.087,
5.85,0.273,0.277,0.071,-0.168,-0.018,-0.093,
5.9,0.277,0.276,0.06,-0.203,-0.022,-0.087,
5.95,0.279,0.274,0.05,-0.223,-0.027,-0.077,
6.0,0.282,0.273,0.038,-0.244,-0.03,-0.061,
6.05,0.283,0.271,0.025,-0.254,-0.033,-0.049,
6.1,0.284,0.27,0.012,-0.25,-0.035,-0.036,
6.15,0.285,0.268,-0.0,-0.244,-0.036,-0.018,
6.2,0.284,0.266,-0.013,-0.226,-0.038,0.015,
6.25,0.283,0.264,-0.023,-0.199,-0.036,0.065,
6.3,0.282,0.262,-0.032,-0.174,-0.03,0.097,
6.35,0.28,0.261,-0.041,-0.144,-0.026,0.121,
6.4,0.278,0.259,-0.048,-0.102,-0.019,0.149,
6.45,0.275,0.259,-0.051,-0.064,-0.01,0.166,
6.5,0.273,0.258,-0.053,-0.05,-0.002,0.183,
6.55,0.27,0.259,-0.056,-0.033,0.008,0.191,
6.6,0.267,0.259,-0.058,0.014,0.018,0.18,
6.65,0.264,0.261,-0.055,0.07,0.026,0.169,
6.7,0.261,0.262,-0.049,0.097,0.034,0.166,
6.75,0.259,0.264,-0.044,0.103,0.043,0.157,
6.8,0.257,0.266,-0.039,0.114,0.051,0.135,
6.85,0.255,0.269,-0.034,0.135,0.057,0.094,
6.9,0.253,0.272,-0.026,0.162,0.061,0.046,
6.95,0.252,0.275,-0.016,0.168,0.061,0.005,
7.0,0.252,0.278,-0.008,0.148,0.06,-0.025,
7.05,0.252,0.281,-0.002,0.131,0.059,-0.067,
7.1,0.252,0.284,0.004,0.126,0.054,-0.115,
7.15,0.252,0.287,0.011,0.109,0.047,-0.145,
7.2,0.253,0.289,0.017,0.065,0.04,-0.176,
7.25,0.254,0.291,0.018,0.019,0.03,-0.212,
7.3,0.255,0.292,0.017,-0.0,0.018,-0.231,
7.35,0.256,0.293,0.017,0.005,0.006,-0.24,
7.4,0.256,0.293,0.018,0.011,-0.006,-0.242,
7.45,0.257,0.292,0.018,0.004,-0.018,-0.235,
7.5,0.258,0.291,0.018,0.002,-0.03,-0.225,
7.55,0.259,0.289,0.019,-0.008,-0.042,-0.198,
7.6,0.26,0.287,0.017,-0.017,-0.051,-0.147,
7.65,0.261,0.284,0.016,-0.011,-0.056,-0.1,
7.7,0.262,0.281,0.017,-0.009,-0.06,-0.075,
7.75,0.263,0.278,0.016,-0.016,-0.064,-0.043,
7.8,0.263,0.274,0.014,-0.012,-0.065,-0.001,
7.85,0.264,0.271,0.014,0.012,-0.063,0.021,
7.9,0.265,0.268,0.016,0.023,-0.063,0.053,
7.95,0.266,0.265,0.018,0.01,-0.059,0.102,
8.0,0.267,0.262,0.017,0.007,-0.052,0.138,
8.05,0.267,0.26,0.017,0.018,-0.045,0.173,
8.1,0.268,0.257,0.019,0.021,-0.035,0.207,
8.15,0.269,0.256,0.02,0.013,-0.023,0.22,
8.2,0.27,0.255,0.02,-0.003,-0.012,0.218,
8.25,0.271,0.255,0.02,-0.023,-0.002,0.218,
8.3,0.272,0.255,0.018,-0.041,0.009,0.219,
8.35,0.273,0.256,0.015,-0.044,0.021,0.204,
8.4,0.274,0.257,0.014,-0.046,0.031,0.168,
8.45,0.274,0.259,0.012,-0.072,0.037,0.141,
8.5,0.275,0.261,0.007,-0.102,0.045,0.115,
8.55,0.275,0.264,0.0,-0.11,0.05,0.075,
8.6,0.275,0.266,-0.005,-0.108,0.051,0.048,
8.65,0.275,0.269,-0.01,-0.107,0.055,0.013,
8.7,0.274,0.272,-0.015,-0.116,0.054,-0.048,
8.75,0.273,0.274,-0.022,-0.122,0.049,-0.099,
8.8,0.272,0.277,-0.028,-0.111,0.043,-0.12,
8.85,0.27,0.279,-0.033,-0.098,0.036,-0.121,
8.9,0.269,0.28,-0.038,-0.089,0.031,-0.118,
8.95,0.267,0.282,-0.042,-0.071,0.025,-0.123,
9.0,0.264,0.283,-0.045,-0.044,0.019,-0.129,
9.05,0.262,0.283,-0.046,-0.017,0.012,-0.124,
9.1,0.26,0.284,-0.047,0.009,0.006,-0.121,
9.15,0.257,0.284,-0.046,0.041,0.0,-0.13,
9.2,0.255,0.284,-0.043,0.072,-0.008,-0.122,
9.25,0.253,0.283,-0.039,0.108,-0.013,-0.086,
9.3,0.251,0.282,-0.031,0.131,-0.016,-0.055,
9.35,0.25,0.282,-0.024,0.127,-0.018,-0.043,
9.4,0.249,0.281,-0.019,0.127,-0.021,-0.023,
9.45,0.248,0.28,-0.012,0.146,-0.02,0.0,
9.5,0.247,0.279,-0.008,0.229,-0.02,0.008,
9.55,0.246,0.278,0.011,0.291,-0.02,0.015,
9.6,0.249,0.277,0.029,0.209,-0.018,0.025,
9.65,0.25,0.276,0.032,0.126,-0.016,0.021,
9.7,0.252,0.275,0.038,0.108,-0.016,0.012,
9.75,0.254,0.274,0.042,0.106,-0.016,0.019,
9.8,0.256,0.273,0.049,0.098,-0.015,0.039,
9.85,0.259,0.273,0.053,0.065,-0.012,0.048,
9.9,0.261,0.272,0.055,0.037,-0.009,0.034,
9.95,0.264,0.272,0.057,-0.0,-0.008,0.016,
10.0,0.267,0.271,0.055,-0.051,-0.008,0.013,
10.05,0.27,0.271,0.051,-0.079,-0.007,0.004,
10.1,0.272,0.271,0.048,-0.11,-0.008,-0.002,
10.15,0.275,0.27,0.041,-0.149,-0.007,-0.002,
10.2,0.276,0.27,0.032,-0.175,-0.007,-0.007,
10.25,0.278,0.27,0.022,-0.186,-0.008,-0.007,
10.3,0.279,0.269,0.013,-0.183,-0.008,-0.001,
10.35,0.279,0.269,0.004,-0.182,-0.008,0.004,
10.4,0.279,0.268,-0.005,-0.182,-0.008,0.006,
10.45,0.279,0.268,-0.015,-0.168,-0.008,0.012,
10.5,0.277,0.268,-0.023,-0.142,-0.007,0.033,
10.55,0.276,0.267,-0.028,-0.125,-0.004,0.044,
10.6,0.275,0.267,-0.035,-0.117,-0.002,0.044,
10.65,0.273,0.267,-0.041,-0.09,-0.0,0.054,
10.7,0.27,0.267,-0.044,-0.052,0.003,0.065,
10.75,0.268,0.267,-0.046,-0.022,0.007,0.067,
10.8,0.266,0.268,-0.046,0.004,0.01,0.068,
10.85,0.264,0.268,-0.045,0.028,0.013,0.077,
10.9,0.261,0.269,-0.043,0.048,0.018,0.087,
10.95,0.259,0.27,-0.041,0.068,0.023,0.078,
11.0,0.257,0.271,-0.037,0.096,0.026,0.062,
11.05,0.256,0.273,-0.031,0.121,0.028,0.054,
11.1,0.254,0.274,-0.025,0.142,0.032,0.037,
11.15,0.253,0.276,-0.016,0.15,0.033,0.004,
11.2,0.252,0.277,-0.009,0.142,0.031,-0.02,
11.25,0.252,0.279,-0.002,0.13,0.03,-0.035,
11.3,0.252,0.281,0.004,0.111,0.028,-0.05,
11.35,0.253,0.282,0.009,0.093,0.026,-0.077,
11.4,0.253,0.283,0.013,0.089,0.021,-0.113,
11.45,0.254,0.284,0.018,0.091,0.013,-0.123,
11.5,0.255,0.285,0.024,0.069,0.008,-0.114,
11.55,0.256,0.285,0.025,0.034,0.003,-0.119,
11.6,0.258,0.285,0.026,0.015,-0.003,-0.141,
11.65,0.259,0.285,0.027,0.0,-0.012,-0.152,
11.7,0.26,0.284,0.026,-0.01,-0.02,-0.129,
11.75,0.262,0.282,0.025,-0.015,-0.025,-0.096,
11.8,0.263,0.281,0.024,-0.022,-0.029,-0.084,
11.85,0.264,0.28,0.024,-0.036,-0.033,-0.075,
11.9,0.265,0.278,0.022,-0.061,-0.037,-0.055,
11.95,0.266,0.276,0.016,-0.062,-0.038,-0.041,
12.0,0.267,0.274,0.014,-0.039,-0.041,-0.024,
12.05,0.268,0.272,0.013,-0.033,-0.042,0.015,
12.1,0.268,0.269,0.012,-0.04,-0.039,0.051,
12.15,0.269,0.268,0.009,-0.049,-0.036,0.062,
12.2,0.269,0.266,0.006,-0.037,-0.033,0.078,
12.25,0.269,0.264,0.005,-0.019,-0.029,0.116,
12.3,0.27,0.263,0.005,-0.026,-0.022,0.152,
12.35,0.27,0.262,0.002,-0.033,-0.013,0.16,
12.4,0.27,0.262,0.001,-0.025,-0.004,0.143,
12.45,0.27,0.262,0.001,-0.025,0.002,0.128,
12.5,0.27,0.262,-0.001,-0.027,0.007,0.126,
12.55,0.27,0.262,-0.003,-0.02,0.014,0.126,
12.6,0.27,0.263,-0.003,-0.018,0.021,0.112,
12.65,0.269,0.265,-0.004,-0.033,0.026,0.089,
12.7,0.269,0.266,-0.007,-0.044,0.029,0.074,
12.75,0.269,0.268,-0.01,-0.029,0.033,0.058,
12.8,0.268,0.269,-0.009,-0.025,0.035,0.044,
12.85,0.268,0.271,-0.011,-0.042,0.037,0.029,
12.9,0.267,0.273,-0.014,-0.042,0.039,-0.006,
12.95,0.267,0.275,-0.015,-0.043,0.037,-0.036,
13.0,0.266,0.277,-0.018,-0.04,0.034,-0.053,
13.05,0.265,0.279,-0.02,-0.023,0.032,-0.084,
13.1,0.264,0.28,-0.02,-0.007,0.026,-0.113,
13.15,0.263,0.281,-0.02,0.002,0.02,-0.123,
13.2,0.262,0.282,-0.02,-0.002,0.013,-0.118,
13.25,0.261,0.282,-0.02,-0.006,0.008,-0.102,
13.3,0.26,0.283,-0.021,0.0,0.004,-0.102,
13.35,0.259,0.283,-0.021,0.023,-0.002,-0.104,
13.4,0.257,0.282,-0.019,0.057,-0.007,-0.099,
13.45,0.257,0.282,-0.014,0.074,-0.012,-0.093,
13.5,0.256,0.281,-0.011,0.071,-0.017,-0.072,
13.55,0.256,0.28,-0.008,0.072,-0.019,-0.051,
13.6,0.255,0.279,-0.004,0.076,-0.022,-0.037,
13.65,0.255,0.278,0.0,0.078,-0.023,-0.016,
13.7,0.255,0.277,0.004,0.086,-0.024,0.004,
13.75,0.256,0.276,0.008,0.095,-0.023,0.023,
13.8,0.256,0.275,0.013,0.104,-0.02,0.026,
13.85,0.257,0.274,0.02,0.099,-0.02,0.024,
13.9,0.258,0.273,0.024,0.072,-0.019,0.041,
13.95,0.259,0.272,0.026,0.055,-0.016,0.052,
14.0,0.261,0.271,0.029,0.051,-0.013,0.046,
14.05,0.262,0.27,0.031,0.049,-0.012,0.043,
14.1,0.264,0.27,0.034,0.034,-0.009,0.052,
14.15,0.266,0.269,0.036,-0.012,-0.006,0.056,
14.2,0.268,0.269,0.033,-0.06,-0.003,0.05,
14.25,0.269,0.269,0.028,-0.069,-0.001,0.046,
14.3,0.27,0.269,0.026,-0.073,0.002,0.033,
14.35,0.272,0.269,0.022,-0.099,0.002,0.019,
14.4,0.273,0.269,0.016,-0.117,0.003,0.02,
14.45,0.273,0.27,0.01,-0.114,0.005,0.012,
14.5,0.274,0.27,0.005,-0.113,0.004,0.006,
14.55,0.274,0.27,-0.001,-0.125,0.004,0.023,
14.6,0.274,0.27,-0.008,-0.128,0.007,0.024,
14.65,0.273,0.271,-0.015,-0.109,0.008,-0.004,
14.7,0.272,0.271,-0.02,-0.073,0.005,-0.011,
14.75,0.271,0.271,-0.021,-0.053,0.006,0.003,
14.8,0.27,0.272,-0.024,-0.063,0.007,-0.001,
14.85,0.269,0.272,-0.028,-0.062,0.006,-0.007,
14.9,0.267,0.272,-0.031,-0.036,0.005,0.002,
14.95,0.265,0.273,-0.032,-0.006,0.006,0.015,
15.0,0.264,0.273,-0.031,0.013,0.007,0.024,
15.05,0.262,0.273,-0.03,0.026,0.009,0.015,
15.1,0.261,0.274,-0.029,0.043,0.009,0.002,
15.15,0.259,0.274,-0.026,0.063,0.009,0.001,
15.2,0.258,0.275,-0.022,0.08,0.009,0.004,
15.25,0.257,0.275,-0.018,0.085,0.009,0.011,
15.3,0.256,0.275,-0.014,0.095,0.01,0.011,
15.35,0.256,0.276,-0.008,0.107,0.01,0.003,
15.4,0.255,0.276,-0.003,0.102,0.011,-0.011,
15.45,0.255,0.277,0.002,0.092,0.009,-0.02,
15.5,0.256,0.277,0.006,0.085,0.008,-0.012,
15.55,0.256,0.278,0.01,0.079,0.008,-0.012,
15.6,0.257,0.278,0.014,0.076,0.008,-0.033,
15.65,0.257,0.279,0.018,0.064,0.005,-0.062,
15.7,0.258,0.279,0.021,0.04,0.001,-0.071,
15.75,0.26,0.279,0.022,0.016,-0.003,-0.052,
15.8,0.261,0.278,0.022,-0.0,-0.004,-0.039,
15.85,0.262,0.278,0.022,-0.019,-0.006,-0.05,
15.9,0.263,0.278,0.02,-0.028,-0.009,-0.063,
15.95,0.264,0.277,0.019,-0.022,-0.013,-0.059,
16.0,0.265,0.276,0.018,-0.023,-0.016,-0.037,
16.05,0.266,0.276,0.016,-0.024,-0.016,-0.02,
16.1,0.267,0.275,0.016,-0.036,-0.018,-0.01,
16.15,0.267,0.274,0.014,-0.063,-0.017,-0.002,
16.2,0.268,0.273,0.009,-0.074,-0.017,-0.01,
16.25,0.268,0.272,0.005,-0.055,-0.019,-0.004,
16.3,0.268,0.271,0.003,-0.031,-0.018,0.017,
16.35,0.269,0.27,0.002,-0.02,-0.016,0.026,
16.4,0.269,0.27,0.002,-0.028,-0.016,0.036,
16.45,0.269,0.269,0.0,-0.052,-0.013,0.047,
16.5,0.269,0.268,-0.004,-0.055,-0.011,0.059,
16.55,0.268,0.268,-0.006,-0.037,-0.008,0.08,
16.6,0.268,0.268,-0.007,-0.025,-0.002,0.085,
16.65,0.268,0.267,-0.008,-0.02,0.002,0.076,
16.7,0.267,0.268,-0.009,-0.018,0.006,0.062,
16.75,0.267,0.268,-0.01,-0.015,0.007,0.062,
16.8,0.266,0.268,-0.011,-0.0,0.011,0.069,
16.85,0.266,0.269,-0.01,0.013,0.015,0.057,
16.9,0.265,0.27,-0.009,0.012,0.017,0.043,
16.95,0.265,0.271,-0.009,0.005,0.019,0.028,
17.0,0.264,0.272,-0.009,-0.001,0.019,0.026,
17.05,0.264,0.273,-0.009,-0.003,0.022,0.024,
17.1,0.263,0.274,-0.009,0.003,0.023,-0.008,
17.15,0.263,0.275,-0.009,0.01,0.021,-0.034,
17.2,0.263,0.276,-0.008,0.007,0.018,-0.028,
17.25,0.262,0.277,-0.008,0.008,0.019,-0.031,
17.3,0.262,0.278,-0.008,0.02,0.016,-0.058,
17.35,0.261,0.279,-0.006,0.024,0.012,-0.068,
17.4,0.261,0.279,-0.004,0.014,0.009,-0.075,
17.45,0.261,0.28,-0.005,0.011,0.005,-0.083,
17.5,0.261,0.28,-0.004,0.023,-0.0,-0.073,
17.55,0.261,0.279,-0.002,0.03,-0.003,-0.06,
17.6,0.261,0.279,-0.0,0.027,-0.005,-0.068,
17.65,0.261,0.279,0.0,0.026,-0.009,-0.079,
17.7,0.261,0.279,0.002,0.029,-0.015,-0.058,
17.75,0.261,0.277,0.003,0.029,-0.016,-0.019,
17.8,0.261,0.277,0.005,0.023,-0.015,-0.006,
17.85,0.261,0.276,0.006,0.013,-0.016,-0.004,
17.9,0.262,0.275,0.006,0.014,-0.016,-0.003,
17.95,0.262,0.274,0.006,0.032,-0.016,-0.009,
18.0,0.262,0.274,0.01,0.037,-0.017,-0.004,
18.05,0.263,0.273,0.011,0.021,-0.018,0.02,
18.1,0.263,0.272,0.012,0.003,-0.016,0.049,
18.15,0.264,0.271,0.011,-0.009,-0.011,0.047,
18.2,0.264,0.271,0.01,-0.004,-0.01,0.023,
18.25,0.265,0.27,0.011,0.006,-0.01,0.028,
18.3,0.265,0.27,0.012,-0.003,-0.008,0.052,
18.35,0.266,0.269,0.01,-0.011,-0.004,0.063,
18.4,0.266,0.269,0.01,-0.013,-0.001,0.065,
18.45,0.267,0.269,0.01,-0.034,0.003,0.057,
18.5,0.268,0.27,0.006,-0.042,0.005,0.042,
18.55,0.268,0.27,0.004,-0.026,0.007,0.031,
18.6,0.268,0.27,0.004,-0.015,0.008,0.019,
18.65,0.268,0.27,0.004,-0.026,0.008,0.016,
18.7,0.268,0.271,0.002,-0.053,0.01,0.008,
18.75,0.268,0.272,-0.002,-0.063,0.009,-0.001,
18.8,0.268,0.272,-0.005,-0.055,0.009,0.012,
18.85,0.268,0.272,-0.007,-0.049,0.011,0.014,
18.9,0.267,0.273,-0.01,-0.035,0.011,-0.005,
18.95,0.267,0.274,-0.011,-0.027,0.01,-0.019,
19.0,0.266,0.274,-0.012,-0.035,0.008,-0.016,
19.05,0.266,0.274,-0.015,-0.026,0.008,-0.012,
19.1,0.265,0.275,-0.016,0.001,0.008,-0.027,
19.15,0.264,0.275,-0.014,0.003,0.005,-0.029,
19.2,0.263,0.275,-0.014,-0.011,0.004,-0.014,
19.25,0.263,0.276,-0.016,-0.002,0.004,-0.012,
19.3,0.262,0.276,-0.016,0.031,0.004,-0.024,
19.35,0.261,0.276,-0.013,0.061,0.001,-0.025,
19.4,0.26,0.276,-0.008,0.061,0.001,-0.011,
19.45,0.26,0.276,-0.006,0.041,0.001,-0.012,
19.5,0.26,0.276,-0.005,0.031,-0.0,-0.02,
19.55,0.26,0.276,-0.003,0.032,-0.001,-0.025,
19.6,0.259,0.276,-0.002,0.038,-0.004,-0.009,
19.65,0.259,0.275,0.0,0.044,-0.002,0.009,
19.7,0.259,0.276,0.003,0.046,-0.001,-0.01,
19.75,0.26,0.276,0.005,0.046,-0.004,-0.021,
19.8,0.26,0.275,0.007,0.049,-0.004,-0.007,
19.85,0.261,0.275,0.01,0.047,-0.004,0.001,
19.9,0.261,0.275,0.013,0.032,-0.004,0.002,
19.95,0.262,0.275,0.014,0.013,-0.004,0.008,
20.0,0.262,0.274,0.014,0.001,-0.003,0.013,
20.05,0.263,0.274,0.013,-0.005,-0.002,-0.003,
20.1,0.264,0.274,0.013,-0.003,-0.003,-0.021,
20.15,0.264,0.274,0.013,-0.003,-0.005,-0.018,
20.2,0.265,0.274,0.013,-0.011,-0.006,-0.002,
20.25,0.266,0.273,0.012,-0.012,-0.005,0.012,
20.3,0.266,0.273,0.012,-0.016,-0.003,0.004,
20.35,0.267,0.273,0.011,-0.045,-0.004,-0.005,
20.4,0.268,0.273,0.007,-0.068,-0.005,0.001,
20.45,0.268,0.273,0.003,-0.06,-0.004,0.002,
20.5,0.268,0.273,0.001,-0.04,-0.004,0.002,
20.55,0.268,0.272,-0.0,-0.031,-0.004,0.002,
20.6,0.268,0.272,-0.002,-0.035,-0.004,0.0,
20.65,0.268,0.272,-0.004,-0.039,-0.005,0.014,
20.7,0.267,0.271,-0.006,-0.033,-0.002,0.025,
20.75,0.267,0.272,-0.008,-0.015,-0.001,0.017,
20.8,0.267,0.271,-0.008,0.0,-0.002,0.022,
20.85,0.266,0.271,-0.007,-0.006,0.001,0.031,
20.9,0.266,0.272,-0.008,-0.027,0.002,0.03,
20.95,0.265,0.271,-0.01,-0.027,0.004,0.029,
21.0,0.265,0.272,-0.011,-0.019,0.006,0.016,
21.05,0.264,0.272,-0.012,-0.011,0.005,0.005,
21.1,0.264,0.273,-0.013,0.008,0.005,0.007,
21.15,0.263,0.273,-0.011,0.028,0.006,0.017,
21.2,0.262,0.273,-0.009,0.035,0.007,0.026,
21.25,0.262,0.273,-0.007,0.033,0.009,0.026,
21.3,0.262,0.274,-0.006,0.037,0.01,0.011,
21.35,0.261,0.275,-0.004,0.05,0.01,-0.002,
21.4,0.261,0.275,-0.001,0.048,0.01,-0.008,
21.45,0.261,0.276,0.002,0.024,0.009,-0.025,
21.5,0.262,0.276,0.002,0.005,0.007,-0.037,
21.55,0.262,0.276,0.001,0.011,0.005,-0.041,
21.6,0.262,0.276,0.002,0.026,0.003,-0.04,
21.65,0.262,0.277,0.005,0.026,0.001,-0.032,
21.7,0.262,0.276,0.006,0.009,-0.001,-0.017,
21.75,0.262,0.276,0.005,-0.002,0.0,-0.021,
21.8,0.263,0.276,0.004,0.005,-0.002,-0.036,
21.85,0.263,0.276,0.006,0.014,-0.004,-0.034,
21.9,0.263,0.276,0.007,0.003,-0.006,-0.024,
21.95,0.264,0.276,0.006,-0.018,-0.006,-0.024,
22.0,0.264,0.275,0.004,-0.021,-0.008,-0.035,
22.05,0.264,0.275,0.004,-0.012,-0.011,-0.026,
22.1,0.264,0.274,0.003,-0.006,-0.011,-0.001,
22.15,0.264,0.274,0.003,-0.008,-0.01,0.015,
22.2,0.264,0.273,0.003,-0.015,-0.009,0.015,
22.25,0.265,0.273,0.002,-0.019,-0.008,0.004,
22.3,0.265,0.273,0.0,-0.013,-0.009,0.007,
22.35,0.265,0.272,0.0,-0.004,-0.009,0.031,
22.4,0.265,0.271,0.0,-0.0,-0.005,0.038,
22.45,0.265,0.271,0.001,-0.006,-0.004,0.032,
