t,p1,p2,v1,a1,v2,a2,
0.05,0.258,0.254,0.001,-0.01,-0.386,5.212,
0.1,0.258,0.236,-0.0,-0.014,-0.09,5.715,
0.15,0.258,0.241,-0.002,-0.002,0.262,4.741,
0.2,0.257,0.269,-0.0,0.01,0.49,1.593,
0.25,0.258,0.301,0.0,0.001,0.458,-2.329,
0.3,0.258,0.325,-0.001,-0.003,0.202,-5.024,
0.35,0.257,0.326,-0.0,-0.001,-0.16,-5.112,
0.4,0.258,0.304,-0.0,-0.003,-0.425,-2.58,
0.45,0.257,0.274,-0.001,0.003,-0.471,1.177,
0.5,0.257,0.247,-0.0,0.01,-0.281,4.332,
0.55,0.257,0.239,0.0,0.012,0.058,5.304,
0.6,0.257,0.254,0.001,0.008,0.372,3.534,
0.65,0.258,0.286,0.001,-0.004,0.485,0.076,
0.7,0.258,0.312,0.001,-0.016,0.377,-3.33,
0.75,0.258,0.332,-0.001,-0.016,0.076,-5.002,
0.8,0.257,0.32,-0.001,-0.003,-0.248,-3.96,
0.85,0.258,0.299,-0.001,0.003,-0.399,-1.095,
0.9,0.257,0.272,-0.001,0.007,-0.355,1.903,
0.95,0.257,0.258,0.0,0.01,-0.168,3.922,
1.0,0.257,0.251,0.001,0.0,0.107,4.202,
1.05,0.258,0.269,0.0,-0.008,0.352,2.312,
1.1,0.257,0.296,-0.001,-0.003,0.394,-0.755,
1.15,0.257,0.318,-0.0,0.004,0.237,-3.04,
1.2,0.257,0.322,-0.0,0.004,0.01,-3.603,
1.25,0.257,0.317,0.0,0.002,-0.193,-2.551,
1.3,0.257,0.297,0.0,-0.001,-0.268,-0.76,
1.35,0.257,0.289,0.0,-0.013,-0.278,1.259,
1.4,0.258,0.263,-0.001,-0.019,-0.159,3.318,
1.45,0.257,0.264,-0.002,-0.005,0.132,3.648,
1.5,0.257,0.282,-0.002,0.01,0.319,1.713,
1.55,0.257,0.304,-0.001,0.018,0.331,-0.819,
1.6,0.257,0.323,0.001,0.012,0.172,-1.994,
1.65,0.257,0.323,0.0,-0.002,0.022,-1.242,
1.7,0.257,0.314,0.0,-0.014,0.021,-0.131,
1.75,0.257,0.311,-0.001,-0.017,0.22,-2.218,
1.8,0.257,0.377,-0.003,0.005,-0.223,-3.654,
1.85,0.257,0.281,-0.0,0.016,-0.505,0.94,
1.9,0.257,0.283,-0.0,0.008,-0.049,4.27,
1.95,0.257,0.293,-0.0,0.011,0.177,3.074,
2.0,0.257,0.307,0.002,0.003,0.279,0.87,
2.05,0.257,0.322,0.001,-0.014,0.267,-1.292,
2.1,0.257,0.35,-0.001,-0.005,0.048,-1.666,
2.15,0.257,0.316,-0.0,0.012,-0.041,0.089,
2.2,0.257,0.314,0.001,0.009,0.358,-2.642,
2.25,0.257,0.417,0.001,-0.001,-0.282,-5.199,
2.3,0.257,0.274,0.0,-0.005,-0.707,1.478,
2.35,0.257,0.282,0.0,-0.003,-0.054,7.256,
2.4,0.257,0.295,0.001,-0.008,0.315,7.683,
2.45,0.257,0.314,-0.0,-0.012,0.693,6.7,
2.5,0.257,0.343,-0.002,0.002,1.294,-0.601,
2.55,0.257,0.498,-0.0,0.015,0.821,-10.832,
2.6,0.257,0.445,0.001,0.003,-0.083,-14.78,
2.65,0.257,0.498,-0.0,-0.004,-1.096,-9.688,
2.7,0.257,0.301,0.0,0.004,-1.421,2.514,
2.75,0.257,0.29,0.001,0.001,-0.505,8.716,
2.8,0.257,0.287,0.0,-0.003,-0.123,6.652,
2.85,0.257,0.285,0.0,-0.0,0.141,3.576,
2.9,0.257,0.305,0.0,0.002,0.21,0.52,
2.95,0.257,0.311,0.001,-0.005,0.169,-1.65,
3.0,0.257,0.329,-0.0,-0.011,-0.005,-2.597,
3.05,0.257,0.31,-0.001,-0.004,-0.178,-1.68,
3.1,0.257,0.303,-0.001,0.01,-0.205,0.087,
3.15,0.257,0.287,0.001,0.01,-0.163,2.053,
3.2,0.257,0.286,0.001,-0.004,-0.014,3.829,
3.25,0.257,0.279,-0.0,-0.003,0.215,4.818,
3.3,0.257,0.282,0.0,0.004,0.79,0.545,
3.35,0.257,0.423,0.001,-0.001,0.328,-4.773,
