t,p1,p2,v1,a1,v2,a2,
2.6,0.274,0.295,-0.072,-0.212,-0.095,-0.282,
2.65,0.271,0.289,-0.082,-0.164,-0.106,-0.196,
2.7,0.266,0.284,-0.09,-0.098,-0.113,-0.13,
2.75,0.262,0.278,-0.092,-0.017,-0.12,-0.042,
2.8,0.257,0.272,-0.091,0.067,-0.119,0.072,
2.85,0.253,0.266,-0.089,0.212,-0.112,0.177,
2.9,0.247,0.261,-0.068,0.324,-0.101,0.274,
2.95,0.246,0.256,-0.046,0.261,-0.084,0.346,
3.0,0.244,0.252,-0.046,0.255,-0.065,0.383,
3.05,0.24,0.249,-0.03,0.4,-0.046,0.43,
3.1,0.24,0.247,-0.002,0.48,-0.022,0.481,
3.15,0.24,0.247,0.023,0.458,0.004,0.477,
3.2,0.242,0.248,0.044,0.422,0.027,0.427,
3.25,0.245,0.25,0.064,0.405,0.047,0.377,
3.3,0.249,0.252,0.084,0.386,0.065,0.32,
3.35,0.253,0.256,0.108,0.271,0.08,0.239,
3.4,0.26,0.261,0.117,0.057,0.089,0.153,
3.45,0.265,0.265,0.109,-0.083,0.095,0.07,
3.5,0.271,0.27,0.103,-0.129,0.096,-0.014,
3.55,0.276,0.275,0.097,-0.173,0.094,-0.112,
3.6,0.281,0.28,0.088,-0.245,0.085,-0.203,
3.65,0.285,0.284,0.072,-0.323,0.073,-0.261,
3.7,0.288,0.287,0.054,-0.369,0.058,-0.294,
3.75,0.29,0.29,0.035,-0.396,0.042,-0.295,
3.8,0.292,0.291,0.014,-0.414,0.029,-0.303,
3.85,0.292,0.293,-0.007,-0.418,0.013,-0.33,
3.9,0.291,0.293,-0.029,-0.406,-0.006,-0.331,
3.95,0.289,0.292,-0.049,-0.373,-0.022,-0.309,
4.0,0.286,0.291,-0.066,-0.329,-0.036,-0.283,
4.05,0.282,0.288,-0.082,-0.273,-0.05,-0.247,
4.1,0.277,0.285,-0.094,-0.211,-0.062,-0.192,
4.15,0.273,0.282,-0.103,-0.148,-0.07,-0.129,
4.2,0.267,0.278,-0.109,-0.079,-0.075,-0.056,
4.25,0.261,0.274,-0.111,-0.016,-0.076,0.028,
4.3,0.256,0.271,-0.109,0.034,-0.073,0.112,
4.35,0.251,0.267,-0.111,0.154,-0.064,0.176,
4.4,0.244,0.264,-0.098,0.337,-0.054,0.213,
4.45,0.24,0.262,-0.072,0.429,-0.043,0.262,
4.5,0.237,0.26,-0.05,0.433,-0.027,0.309,
4.55,0.235,0.259,-0.03,0.438,-0.011,0.326,
4.6,0.234,0.259,-0.008,0.454,0.006,0.328,
4.65,0.234,0.259,0.016,0.465,0.022,0.317,
4.7,0.236,0.261,0.039,0.462,0.039,0.277,
4.75,0.238,0.263,0.062,0.45,0.051,0.224,
4.8,0.242,0.266,0.089,0.352,0.06,0.175,
4.85,0.248,0.269,0.102,0.174,0.069,0.104,
4.9,0.252,0.273,0.102,0.069,0.072,0.008,
4.95,0.258,0.277,0.106,0.019,0.069,-0.073,
5.0,0.263,0.28,0.105,-0.044,0.063,-0.118,
5.05,0.268,0.283,0.101,-0.104,0.058,-0.164,
5.1,0.273,0.286,0.095,-0.18,0.048,-0.231,
5.15,0.278,0.288,0.084,-0.263,0.033,-0.262,
5.2,0.282,0.289,0.067,-0.319,0.02,-0.258,
5.25,0.285,0.29,0.051,-0.35,0.008,-0.272,
5.3,0.287,0.29,0.032,-0.37,-0.006,-0.299,
5.35,0.288,0.29,0.013,-0.371,-0.023,-0.299,
5.4,0.288,0.288,-0.005,-0.361,-0.038,-0.266,
5.45,0.288,0.286,-0.024,-0.344,-0.05,-0.226,
5.5,0.286,0.283,-0.04,-0.311,-0.06,-0.187,
5.55,0.283,0.28,-0.055,-0.262,-0.068,-0.145,
5.6,0.28,0.276,-0.067,-0.201,-0.075,-0.1,
5.65,0.277,0.272,-0.076,-0.136,-0.08,-0.026,
5.7,0.273,0.268,-0.08,-0.079,-0.079,0.065,
5.75,0.269,0.264,-0.083,-0.025,-0.073,0.143,
5.8,0.264,0.261,-0.084,0.045,-0.063,0.2,
5.85,0.26,0.258,-0.079,0.123,-0.052,0.248,
5.9,0.256,0.255,-0.071,0.192,-0.038,0.298,
5.95,0.253,0.254,-0.059,0.246,-0.022,0.346,
6.0,0.25,0.253,-0.046,0.285,-0.003,0.374,
6.05,0.248,0.253,-0.03,0.311,0.017,0.364,
6.1,0.247,0.255,-0.014,0.318,0.034,0.338,
6.15,0.247,0.257,0.002,0.305,0.051,0.299,
6.2,0.247,0.26,0.017,0.282,0.065,0.236,
6.25,0.249,0.263,0.031,0.258,0.074,0.183,
6.3,0.25,0.267,0.043,0.222,0.083,0.127,
6.35,0.253,0.272,0.053,0.175,0.088,0.046,
6.4,0.256,0.276,0.062,0.112,0.088,-0.048,
6.45,0.259,0.281,0.066,0.025,0.082,-0.119,
6.5,0.263,0.285,0.063,-0.047,0.075,-0.161,
6.55,0.266,0.288,0.059,-0.094,0.066,-0.196,
6.6,0.269,0.291,0.054,-0.134,0.055,-0.231,
6.65,0.271,0.294,0.046,-0.172,0.044,-0.282,
6.7,0.273,0.296,0.037,-0.208,0.028,-0.338,
6.75,0.275,0.297,0.025,-0.242,0.008,-0.356,
6.8,0.276,0.297,0.012,-0.261,-0.01,-0.34,
6.85,0.276,0.296,-0.002,-0.261,-0.026,-0.317,
6.9,0.276,0.294,-0.015,-0.236,-0.042,-0.287,
6.95,0.274,0.291,-0.026,-0.201,-0.055,-0.248,
7.0,0.273,0.288,-0.035,-0.168,-0.065,-0.22,
7.05,0.271,0.285,-0.043,-0.125,-0.078,-0.17,
7.1,0.269,0.28,-0.048,-0.081,-0.085,-0.075,
7.15,0.266,0.276,-0.051,-0.038,-0.084,0.003,
7.2,0.263,0.272,-0.052,0.02,-0.083,0.048,
7.25,0.261,0.268,-0.049,0.077,-0.081,0.109,
7.3,0.258,0.264,-0.043,0.111,-0.073,0.184,
7.35,0.256,0.261,-0.038,0.149,-0.061,0.245,
7.4,0.255,0.257,-0.029,0.197,-0.048,0.306,
7.45,0.253,0.255,-0.018,0.233,-0.03,0.346,
7.5,0.253,0.255,-0.004,0.228,-0.012,0.349,
7.55,0.253,0.254,0.007,0.194,0.005,0.34,
7.6,0.253,0.255,0.015,0.171,0.023,0.311,
7.65,0.255,0.257,0.018,0.241,0.037,0.269,
7.7,0.254,0.259,0.039,0.304,0.049,0.227,
7.75,0.259,0.262,0.059,0.186,0.06,0.174,
7.8,0.261,0.265,0.058,0.046,0.067,0.109,
7.85,0.264,0.268,0.058,-0.016,0.071,0.045,
7.9,0.267,0.272,0.056,-0.057,0.072,-0.021,
7.95,0.27,0.276,0.053,-0.097,0.068,-0.077,
8.0,0.273,0.279,0.046,-0.137,0.064,-0.125,
8.05,0.275,0.282,0.039,-0.169,0.056,-0.166,
8.1,0.276,0.285,0.03,-0.204,0.046,-0.191,
8.15,0.278,0.287,0.018,-0.234,0.036,-0.207,
8.2,0.278,0.288,0.006,-0.249,0.026,-0.234,
8.25,0.278,0.29,-0.007,-0.253,0.014,-0.27,
8.3,0.278,0.29,-0.02,-0.254,-0.002,-0.277,
8.35,0.276,0.289,-0.033,-0.232,-0.016,-0.246,
8.4,0.274,0.288,-0.044,-0.181,-0.027,-0.206,
8.45,0.272,0.287,-0.052,-0.124,-0.036,-0.168,
8.5,0.269,0.284,-0.056,-0.089,-0.043,-0.138,
8.55,0.266,0.282,-0.06,-0.065,-0.05,-0.109,
8.6,0.263,0.279,-0.063,-0.024,-0.056,-0.047,
8.65,0.26,0.276,-0.063,0.021,-0.055,0.019,
8.7,0.257,0.274,-0.06,0.058,-0.052,0.057,
8.75,0.254,0.271,-0.056,0.097,-0.05,0.108,
8.8,0.251,0.269,-0.054,0.201,-0.042,0.162,
8.85,0.247,0.267,-0.036,0.3,-0.032,0.187,
8.9,0.248,0.265,-0.021,0.329,-0.023,0.203,
8.95,0.245,0.264,-0.003,0.348,-0.012,0.223,
9.0,0.247,0.264,0.019,0.271,0.0,0.221,
9.05,0.248,0.265,0.024,0.193,0.011,0.195,
9.1,0.249,0.265,0.034,0.195,0.019,0.172,
9.15,0.251,0.267,0.044,0.19,0.028,0.147,
9.2,0.254,0.268,0.054,0.163,0.035,0.107,
9.25,0.257,0.27,0.061,0.111,0.039,0.063,
9.3,0.26,0.272,0.065,0.06,0.041,0.015,
9.35,0.263,0.274,0.067,0.019,0.04,-0.031,
9.4,0.267,0.276,0.067,-0.033,0.038,-0.065,
9.45,0.27,0.278,0.065,-0.104,0.034,-0.097,
9.5,0.273,0.28,0.057,-0.17,0.029,-0.139,
9.55,0.276,0.281,0.046,-0.203,0.019,-0.171,
9.6,0.278,0.282,0.036,-0.217,0.01,-0.181,
9.65,0.28,0.282,0.025,-0.239,0.002,-0.193,
9.7,0.28,0.282,0.012,-0.258,-0.01,-0.185,
9.75,0.281,0.281,-0.002,-0.258,-0.018,-0.162,
9.8,0.28,0.28,-0.015,-0.231,-0.026,-0.142,
9.85,0.279,0.279,-0.026,-0.192,-0.033,-0.108,
9.9,0.277,0.277,-0.033,-0.179,-0.036,-0.073,
9.95,0.276,0.275,-0.043,-0.174,-0.04,-0.039,
10.0,0.273,0.273,-0.053,-0.123,-0.04,0.0,
10.05,0.27,0.271,-0.056,-0.055,-0.039,0.034,
10.1,0.268,0.269,-0.057,-0.004,-0.038,0.074,
10.15,0.264,0.267,-0.056,0.036,-0.032,0.113,
10.2,0.262,0.265,-0.053,0.064,-0.025,0.132,
10.25,0.259,0.264,-0.05,0.098,-0.019,0.154,
10.3,0.257,0.263,-0.044,0.139,-0.011,0.189,
10.35,0.255,0.263,-0.036,0.173,0.001,0.206,
10.4,0.253,0.264,-0.026,0.202,0.011,0.203,
10.45,0.252,0.264,-0.015,0.216,0.022,0.185,
10.5,0.252,0.266,-0.003,0.194,0.031,0.143,
10.55,0.252,0.268,0.005,0.155,0.036,0.106,
10.6,0.252,0.269,0.012,0.135,0.04,0.089,
10.65,0.253,0.271,0.014,0.198,0.044,0.072,
10.7,0.253,0.274,0.032,0.251,0.048,0.034,
10.75,0.257,0.276,0.048,0.133,0.049,-0.026,
10.8,0.259,0.279,0.045,0.008,0.045,-0.076,
10.85,0.261,0.281,0.044,-0.025,0.041,-0.11,
10.9,0.263,0.283,0.042,-0.041,0.034,-0.151,
10.95,0.265,0.285,0.04,-0.065,0.025,-0.186,
11.0,0.267,0.286,0.036,-0.101,0.015,-0.207,
11.05,0.269,0.286,0.03,-0.132,0.004,-0.214,
11.1,0.27,0.286,0.022,-0.139,-0.006,-0.218,
11.15,0.271,0.286,0.016,-0.137,-0.018,-0.213,
11.2,0.272,0.284,0.01,-0.156,-0.028,-0.186,
11.25,0.272,0.283,0.0,-0.17,-0.037,-0.147,
11.3,0.272,0.28,-0.01,-0.142,-0.044,-0.093,
11.35,0.271,0.278,-0.015,-0.098,-0.046,-0.048,
11.4,0.27,0.276,-0.018,-0.068,-0.047,-0.028,
11.45,0.269,0.273,-0.021,-0.053,-0.049,-0.001,
11.5,0.268,0.271,-0.024,-0.04,-0.048,0.036,
11.55,0.267,0.269,-0.026,-0.011,-0.046,0.071,
11.6,0.265,0.266,-0.025,0.015,-0.041,0.113,
11.65,0.264,0.264,-0.024,0.037,-0.034,0.148,
11.7,0.263,0.263,-0.021,0.058,-0.026,0.169,
11.75,0.262,0.262,-0.018,0.069,-0.017,0.182,
11.8,0.261,0.261,-0.015,0.096,-0.008,0.194,
11.85,0.261,0.261,-0.008,0.124,0.003,0.191,
11.9,0.26,0.261,-0.001,0.124,0.011,0.186,
11.95,0.261,0.262,0.005,0.109,0.021,0.185,
12.0,0.261,0.263,0.009,0.096,0.032,0.152,
12.05,0.261,0.265,0.015,0.073,0.038,0.1,
12.1,0.262,0.267,0.017,0.047,0.04,0.076,
12.15,0.263,0.269,0.018,0.041,0.045,0.058,
12.2,0.264,0.272,0.021,0.026,0.047,0.01,
12.25,0.265,0.274,0.022,-0.016,0.046,-0.032,
12.3,0.267,0.276,0.02,-0.065,0.044,-0.077,
12.35,0.268,0.279,0.015,-0.088,0.038,-0.127,
12.4,0.268,0.28,0.01,-0.081,0.03,-0.157,
12.45,0.268,0.282,0.007,-0.084,0.021,-0.159,
12.5,0.269,0.282,0.002,-0.101,0.014,-0.147,
12.55,0.269,0.283,-0.004,-0.102,0.007,-0.141,
12.6,0.268,0.283,-0.008,-0.09,0.001,-0.144,
12.65,0.268,0.283,-0.012,-0.085,-0.008,-0.143,
12.7,0.267,0.282,-0.017,-0.08,-0.015,-0.127,
12.75,0.266,0.282,-0.021,-0.069,-0.02,-0.116,
12.8,0.265,0.28,-0.024,-0.043,-0.026,-0.098,
12.85,0.264,0.279,-0.025,-0.011,-0.031,-0.056,
12.9,0.262,0.277,-0.025,0.016,-0.032,-0.012,
12.95,0.261,0.276,-0.024,0.039,-0.032,0.021,
13.0,0.26,0.274,-0.021,0.054,-0.029,0.037,
13.05,0.259,0.273,-0.018,0.071,-0.027,0.036,
13.1,0.258,0.271,-0.014,0.096,-0.026,0.047,
13.15,0.257,0.27,-0.008,0.112,-0.024,0.083,
13.2,0.257,0.269,-0.002,0.106,-0.018,0.11,
13.25,0.257,0.268,0.002,0.099,-0.011,0.113,
13.3,0.257,0.268,0.007,0.114,-0.007,0.12,
13.35,0.258,0.268,0.014,0.117,0.001,0.125,
13.4,0.259,0.268,0.02,0.096,0.006,0.115,
13.45,0.26,0.268,0.024,0.074,0.012,0.109,
13.5,0.261,0.269,0.027,0.054,0.018,0.081,
13.55,0.263,0.27,0.029,0.034,0.021,0.029,
13.6,0.264,0.271,0.031,0.007,0.02,0.008,
13.65,0.266,0.272,0.03,-0.019,0.021,0.008,
13.7,0.267,0.273,0.029,-0.037,0.022,-0.022,
13.75,0.269,0.275,0.026,-0.067,0.018,-0.048,
13.8,0.27,0.275,0.022,-0.098,0.016,-0.049,
13.85,0.271,0.276,0.017,-0.131,0.014,-0.06,
13.9,0.272,0.277,0.008,-0.141,0.01,-0.077,
13.95,0.272,0.277,0.001,-0.121,0.006,-0.092,
14.0,0.272,0.277,-0.004,-0.105,0.001,-0.105,
14.05,0.271,0.277,-0.009,-0.1,-0.005,-0.099,
14.1,0.271,0.277,-0.014,-0.097,-0.01,-0.067,
14.15,0.27,0.276,-0.019,-0.089,-0.012,-0.032,
14.2,0.269,0.276,-0.023,-0.073,-0.012,-0.018,
14.25,0.268,0.275,-0.026,-0.067,-0.013,-0.018,
14.3,0.267,0.274,-0.029,-0.068,-0.014,-0.009,
14.35,0.265,0.273,-0.033,-0.051,-0.014,0.014,
14.4,0.263,0.273,-0.039,0.049,-0.013,0.029,
14.45,0.26,0.272,-0.027,0.128,-0.011,0.041,
14.5,0.261,0.272,-0.016,0.037,-0.009,0.054,
14.55,0.259,0.271,-0.024,-0.04,-0.006,0.068,
14.6,0.258,0.271,-0.031,0.061,-0.002,0.076,
14.65,0.256,0.271,-0.022,0.234,0.002,0.068,
14.7,0.255,0.271,0.002,0.243,0.005,0.058,
14.75,0.257,0.272,0.01,0.105,0.008,0.057,
14.8,0.257,0.272,0.007,0.042,0.011,0.052,
14.85,0.257,0.273,0.01,0.058,0.013,0.039,
14.9,0.258,0.273,0.014,0.067,0.014,0.035,
14.95,0.259,0.274,0.018,0.055,0.017,0.028,
15.0,0.259,0.275,0.02,0.043,0.018,0.005,
15.05,0.261,0.276,0.022,0.035,0.018,-0.027,
15.1,0.262,0.277,0.024,0.019,0.015,-0.056,
15.15,0.263,0.278,0.024,-0.002,0.012,-0.072,
15.2,0.264,0.278,0.024,-0.033,0.007,-0.075,
15.25,0.265,0.278,0.02,-0.059,0.004,-0.071,
15.3,0.266,0.279,0.017,-0.059,0.001,-0.077,
15.35,0.267,0.279,0.015,-0.061,-0.004,-0.086,
15.4,0.268,0.278,0.011,-0.074,-0.008,-0.083,
15.45,0.268,0.278,0.007,-0.08,-0.013,-0.068,
15.5,0.268,0.277,0.003,-0.073,-0.015,-0.05,
15.55,0.268,0.276,-0.0,-0.064,-0.017,-0.045,
15.6,0.268,0.275,-0.003,-0.06,-0.02,-0.028,
15.65,0.268,0.274,-0.006,-0.053,-0.021,0.005,
15.7,0.268,0.273,-0.009,-0.044,-0.018,0.01,
15.75,0.267,0.272,-0.011,-0.029,-0.019,0.008,
15.8,0.267,0.271,-0.012,-0.013,-0.019,0.032,
15.85,0.266,0.27,-0.012,-0.004,-0.015,0.044,
15.9,0.265,0.27,-0.012,0.002,-0.014,0.056,
15.95,0.265,0.269,-0.012,0.008,-0.011,0.082,
16.0,0.264,0.268,-0.012,0.019,-0.005,0.096,
16.05,0.264,0.268,-0.01,0.032,-0.0,0.092,
16.1,0.263,0.268,-0.008,0.042,0.004,0.077,
16.15,0.263,0.269,-0.006,0.043,0.007,0.065,
16.2,0.263,0.269,-0.004,0.038,0.01,0.061,
16.25,0.262,0.27,-0.002,0.035,0.013,0.058,
16.3,0.262,0.27,-0.0,0.034,0.016,0.057,
16.35,0.262,0.271,0.001,0.041,0.019,0.054,
16.4,0.262,0.272,0.004,0.04,0.022,0.031,
16.45,0.263,0.274,0.006,0.023,0.022,0.002,
16.5,0.263,0.275,0.006,0.011,0.022,-0.021,
16.55,0.263,0.276,0.007,-0.004,0.021,-0.048,
16.6,0.264,0.277,0.006,-0.027,0.016,-0.06,
16.65,0.264,0.277,0.004,-0.034,0.014,-0.058,
16.7,0.264,0.278,0.002,-0.026,0.011,-0.068,
16.75,0.264,0.279,0.001,-0.011,0.008,-0.085,
16.8,0.264,0.279,0.001,-0.005,0.002,-0.091,
16.85,0.264,0.279,0.001,-0.014,-0.002,-0.078,
16.9,0.264,0.279,-0.0,-0.024,-0.005,-0.068,
16.95,0.264,0.278,-0.002,-0.026,-0.009,-0.067,
17.0,0.264,0.278,-0.003,-0.022,-0.012,-0.063,
17.05,0.264,0.277,-0.004,-0.017,-0.016,-0.046,
17.1,0.264,0.276,-0.005,-0.012,-0.017,-0.023,
17.15,0.264,0.275,-0.005,-0.003,-0.018,-0.01,
17.2,0.263,0.274,-0.005,0.004,-0.018,0.006,
17.25,0.263,0.274,-0.005,0.015,-0.018,0.03,
17.3,0.263,0.273,-0.004,0.028,-0.014,0.041,
17.35,0.263,0.272,-0.002,0.046,-0.012,0.036,
17.4,0.263,0.271,0.001,0.062,-0.011,0.038,
17.45,0.263,0.271,0.005,0.047,-0.009,0.045,
17.5,0.263,0.27,0.007,0.009,-0.007,0.058,
17.55,0.264,0.27,0.005,-0.011,-0.003,0.066,
17.6,0.264,0.27,0.004,0.008,0.0,0.062,
17.65,0.264,0.27,0.006,0.034,0.003,0.065,
17.7,0.264,0.27,0.009,0.028,0.007,0.052,
17.75,0.265,0.271,0.01,0.004,0.009,0.023,
17.8,0.265,0.271,0.009,-0.01,0.009,0.009,
17.85,0.266,0.272,0.008,-0.007,0.008,0.02,
17.9,0.266,0.272,0.008,0.002,0.011,0.026,
17.95,0.266,0.273,0.009,-0.012,0.012,0.014,
18.0,0.267,0.273,0.007,-0.042,0.013,-0.008,
18.05,0.267,0.274,0.004,-0.056,0.012,-0.035,
18.1,0.267,0.275,0.001,-0.048,0.008,-0.032,
18.15,0.267,0.275,-0.001,-0.035,0.008,-0.011,
18.2,0.267,0.275,-0.002,-0.034,0.008,-0.022,
18.25,0.267,0.276,-0.004,-0.044,0.006,-0.047,
18.3,0.267,0.276,-0.007,-0.05,0.003,-0.055,
18.35,0.266,0.276,-0.01,-0.04,0.0,-0.049,
18.4,0.266,0.276,-0.011,-0.019,-0.002,-0.043,
18.45,0.265,0.276,-0.012,0.002,-0.004,-0.03,
18.5,0.265,0.276,-0.011,0.01,-0.006,-0.012,
18.55,0.264,0.275,-0.01,0.01,-0.005,-0.01,
18.6,0.264,0.275,-0.009,0.006,-0.006,-0.019,
18.65,0.263,0.275,-0.01,0.006,-0.008,-0.003,
18.7,0.263,0.274,-0.009,0.021,-0.007,0.019,
18.75,0.262,0.274,-0.007,0.032,-0.005,0.02,
18.8,0.262,0.274,-0.006,0.042,-0.005,0.018,
18.85,0.262,0.274,-0.003,0.052,-0.004,0.029,
18.9,0.262,0.273,-0.0,0.052,-0.001,0.031,
18.95,0.262,0.274,0.002,0.047,-0.0,0.024,
19.0,0.262,0.273,0.005,0.035,0.001,0.025,
19.05,0.262,0.274,0.006,0.019,0.002,0.03,
19.1,0.262,0.274,0.006,0.016,0.004,0.025,
19.15,0.263,0.274,0.006,0.029,0.005,0.014,
19.2,0.263,0.274,0.009,0.028,0.005,0.013,
19.25,0.264,0.274,0.011,0.007,0.007,-0.0,
19.3,0.264,0.275,0.009,-0.005,0.006,-0.029,
19.35,0.264,0.275,0.009,0.0,0.003,-0.038,
19.4,0.265,0.275,0.01,-0.002,0.001,-0.034,
19.45,0.265,0.275,0.01,-0.018,-0.0,-0.031,
19.5,0.266,0.275,0.008,-0.034,-0.002,-0.018,
19.55,0.266,0.275,0.006,-0.039,-0.002,-0.01,
19.6,0.267,0.275,0.004,-0.035,-0.002,-0.017,
19.65,0.267,0.275,0.003,-0.037,-0.004,-0.025,
19.7,0.267,0.275,0.0,-0.04,-0.005,-0.023,
19.75,0.267,0.274,-0.002,-0.029,-0.007,-0.004,
19.8,0.267,0.274,-0.002,-0.022,-0.005,0.013,
19.85,0.267,0.274,-0.004,-0.026,-0.004,0.007,
19.9,0.266,0.273,-0.006,-0.019,-0.005,0.002,
19.95,0.266,0.273,-0.006,-0.01,-0.005,0.005,
20.0,0.266,0.273,-0.006,-0.005,-0.004,0.008,
20.05,0.265,0.273,-0.006,0.003,-0.004,0.017,
20.1,0.265,0.272,-0.006,0.003,-0.003,0.032,
20.15,0.265,0.273,-0.006,0.002,-0.0,0.036,
20.2,0.264,0.272,-0.006,0.001,0.001,0.032,
20.25,0.264,0.273,-0.006,-0.002,0.002,0.031,
20.3,0.264,0.273,-0.007,0.012,0.004,0.031,
20.35,0.263,0.273,-0.005,0.031,0.007,0.008,
20.4,0.263,0.274,-0.003,0.031,0.005,-0.006,
20.45,0.263,0.273,-0.002,0.019,0.004,0.018,
20.5,0.263,0.274,-0.0,-0.005,0.007,0.027,
20.55,0.263,0.274,-0.001,-0.04,0.009,0.003,
20.6,0.263,0.275,-0.004,-0.06,0.007,-0.017,
20.65,0.263,0.275,-0.012,0.017,0.006,-0.02,
20.7,0.261,0.275,-0.008,0.175,0.006,-0.026,
20.75,0.261,0.276,0.014,0.172,0.003,-0.033,
20.8,0.264,0.276,0.019,-0.015,0.001,-0.023,
20.85,0.264,0.276,0.008,-0.129,0.001,-0.017,
20.9,0.264,0.276,0.0,-0.117,0.001,-0.029,
20.95,0.264,0.276,-0.009,0.008,-0.002,-0.039,
21.0,0.262,0.276,0.002,0.118,-0.004,-0.034,
21.05,0.264,0.275,0.012,0.051,-0.005,-0.025,
21.1,0.264,0.275,0.007,-0.031,-0.006,-0.021,
21.15,0.265,0.275,0.005,-0.044,-0.008,-0.005,
21.2,0.265,0.274,0.002,-0.04,-0.007,0.013,
21.25,0.265,0.274,0.001,-0.021,-0.005,0.007,
21.3,0.265,0.274,0.0,-0.009,-0.007,0.008,
21.35,0.265,0.273,0.0,-0.002,-0.005,0.022,
21.4,0.265,0.273,0.0,0.001,-0.004,0.022,
21.45,0.265,0.273,0.0,0.003,-0.003,0.021,
21.5,0.265,0.273,0.0,0.005,-0.001,0.013,
21.55,0.265,0.273,0.001,-0.0,-0.002,0.011,
21.6,0.265,0.273,0.0,-0.007,-0.001,0.017,
21.65,0.265,0.273,0.0,-0.008,0.0,0.019,
21.7,0.265,0.273,-0.0,-0.012,0.001,0.027,
21.75,0.265,0.273,-0.001,-0.014,0.003,0.027,
21.8,0.265,0.273,-0.002,-0.022,0.004,0.014,
21.85,0.265,0.273,-0.003,-0.035,0.004,0.002,
21.9,0.265,0.273,-0.005,-0.037,0.003,0.008,
21.95,0.264,0.274,-0.012,0.043,0.005,0.013,
22.0,0.262,0.274,-0.001,0.117,0.006,-0.008,
22.05,0.264,0.274,0.009,0.038,0.004,-0.032,
22.1,0.264,0.274,0.002,-0.033,0.001,-0.022,
22.15,0.264,0.274,0.001,-0.026,0.002,-0.01,
22.2,0.264,0.275,-0.0,-0.014,0.002,-0.021,
22.25,0.264,0.275,-0.0,-0.007,-0.001,-0.015,
22.3,0.264,0.274,-0.0,-0.008,-0.0,-0.0,
22.35,0.264,0.275,-0.001,-0.005,0.0,-0.01,
22.4,0.264,0.275,-0.001,0.005,-0.001,-0.02,
22.45,0.264,0.274,-0.0,0.008,-0.002,-0.021,
22.5,0.264,0.274,-0.0,0.005,-0.004,-0.01,
