t,p1,p2,v1,a1,v2,a2,
0.05,0.244,0.222,-0.012,0.139,-0.061,0.301,
0.1,0.244,0.219,-0.004,0.166,-0.044,0.387,
0.15,0.244,0.217,0.005,0.19,-0.021,0.451,
0.2,0.244,0.217,0.015,0.21,0.004,0.46,
0.25,0.245,0.218,0.026,0.22,0.026,0.437,
0.3,0.247,0.22,0.038,0.203,0.047,0.416,
0.35,0.249,0.222,0.047,0.168,0.068,0.394,
0.4,0.252,0.226,0.055,0.133,0.088,0.347,
0.45,0.255,0.231,0.061,0.096,0.103,0.285,
0.5,0.258,0.237,0.064,0.056,0.116,0.218,
0.55,0.261,0.243,0.066,0.018,0.125,0.156,
0.6,0.264,0.249,0.066,-0.02,0.131,0.099,
0.65,0.268,0.256,0.064,-0.062,0.136,0.024,
0.7,0.271,0.263,0.06,-0.106,0.134,-0.053,
0.75,0.274,0.27,0.053,-0.141,0.129,-0.107,
0.8,0.276,0.276,0.046,-0.167,0.123,-0.162,
0.85,0.279,0.282,0.037,-0.192,0.114,-0.231,
0.9,0.28,0.288,0.026,-0.206,0.1,-0.285,
0.95,0.281,0.292,0.016,-0.208,0.084,-0.318,
1.0,0.282,0.296,0.005,-0.207,0.068,-0.357,
1.05,0.282,0.299,-0.005,-0.204,0.049,-0.398,
1.1,0.281,0.301,-0.015,-0.198,0.027,-0.416,
1.15,0.28,0.302,-0.025,-0.188,0.006,-0.406,
1.2,0.279,0.302,-0.034,-0.174,-0.014,-0.377,
1.25,0.277,0.3,-0.043,-0.157,-0.031,-0.356,
1.3,0.274,0.299,-0.05,-0.13,-0.049,-0.348,
1.35,0.271,0.296,-0.056,-0.098,-0.067,-0.327,
1.4,0.269,0.292,-0.06,-0.07,-0.082,-0.292,
1.45,0.265,0.287,-0.063,-0.044,-0.096,-0.252,
1.5,0.262,0.282,-0.065,-0.015,-0.109,-0.187,
1.55,0.259,0.276,-0.065,0.02,-0.115,-0.114,
1.6,0.256,0.27,-0.063,0.058,-0.119,-0.062,
1.65,0.253,0.264,-0.059,0.099,-0.121,-0.016,
1.7,0.25,0.258,-0.053,0.135,-0.121,0.048,
1.75,0.247,0.252,-0.045,0.159,-0.117,0.125,
1.8,0.245,0.246,-0.037,0.181,-0.108,0.195,
1.85,0.244,0.241,-0.027,0.205,-0.097,0.251,
1.9,0.243,0.237,-0.016,0.218,-0.082,0.289,
1.95,0.242,0.233,-0.005,0.224,-0.068,0.321,
2.0,0.242,0.23,0.007,0.225,-0.051,0.357,
2.05,0.243,0.228,0.018,0.214,-0.032,0.384,
2.1,0.244,0.227,0.029,0.195,-0.011,0.39,
2.15,0.246,0.227,0.038,0.178,0.008,0.379,
2.2,0.248,0.227,0.046,0.162,0.026,0.369,
2.25,0.25,0.229,0.054,0.138,0.045,0.349,
2.3,0.253,0.232,0.061,0.104,0.062,0.309,
2.35,0.256,0.236,0.065,0.068,0.077,0.259,
2.4,0.26,0.24,0.067,0.038,0.089,0.197,
2.45,0.263,0.245,0.069,0.0,0.097,0.13,
2.5,0.267,0.25,0.067,-0.044,0.101,0.077,
2.55,0.27,0.255,0.064,-0.077,0.104,0.026,
2.6,0.273,0.26,0.059,-0.104,0.103,-0.017,
2.65,0.276,0.265,0.054,-0.137,0.102,-0.052,
2.7,0.279,0.27,0.046,-0.168,0.099,-0.103,
2.75,0.281,0.275,0.036,-0.189,0.091,-0.149,
2.8,0.282,0.28,0.027,-0.207,0.084,-0.193,
2.85,0.283,0.284,0.016,-0.226,0.073,-0.24,
2.9,0.284,0.287,0.003,-0.223,0.059,-0.267,
2.95,0.283,0.29,-0.008,-0.199,0.046,-0.286,
3.0,0.283,0.292,-0.016,-0.186,0.031,-0.306,
3.05,0.282,0.293,-0.026,-0.184,0.015,-0.324,
3.1,0.28,0.293,-0.035,-0.181,-0.002,-0.332,
3.15,0.279,0.293,-0.044,-0.168,-0.019,-0.316,
3.2,0.276,0.291,-0.052,-0.142,-0.035,-0.282,
3.25,0.273,0.289,-0.058,-0.116,-0.047,-0.255,
3.3,0.27,0.286,-0.063,-0.093,-0.06,-0.23,
3.35,0.267,0.283,-0.068,-0.062,-0.071,-0.186,
3.4,0.263,0.279,-0.07,-0.017,-0.078,-0.142,
3.45,0.26,0.275,-0.07,0.03,-0.084,-0.119,
3.5,0.256,0.271,-0.067,0.064,-0.091,-0.08,
3.55,0.253,0.266,-0.063,0.09,-0.093,-0.023,
3.6,0.25,0.261,-0.058,0.117,-0.092,0.015,
3.65,0.247,0.257,-0.051,0.144,-0.092,0.061,
3.7,0.245,0.252,-0.044,0.176,-0.087,0.126,
3.75,0.243,0.248,-0.034,0.208,-0.079,0.177,
3.8,0.241,0.244,-0.022,0.227,-0.069,0.206,
3.85,0.24,0.241,-0.01,0.234,-0.058,0.226,
3.9,0.24,0.238,0.001,0.234,-0.046,0.246,
3.95,0.241,0.236,0.013,0.235,-0.033,0.266,
4.0,0.241,0.235,0.025,0.23,-0.02,0.296,
4.05,0.243,0.234,0.037,0.209,-0.003,0.319,
4.1,0.245,0.235,0.046,0.186,0.014,0.305,
4.15,0.248,0.235,0.055,0.169,0.028,0.272,
4.2,0.251,0.238,0.063,0.146,0.04,0.245,
4.25,0.254,0.239,0.07,0.105,0.053,0.22,
4.3,0.258,0.243,0.074,0.053,0.064,0.17,
4.35,0.262,0.246,0.075,0.011,0.069,0.131,
4.4,0.265,0.25,0.075,-0.024,0.076,0.098,
4.45,0.269,0.254,0.073,-0.06,0.081,0.034,
4.5,0.273,0.258,0.069,-0.101,0.079,-0.019,
4.55,0.276,0.262,0.063,-0.14,0.077,-0.04,
4.6,0.279,0.265,0.055,-0.169,0.076,-0.066,
4.65,0.282,0.269,0.046,-0.193,0.071,-0.114,
4.7,0.284,0.273,0.035,-0.215,0.063,-0.145,
4.75,0.285,0.276,0.024,-0.232,0.056,-0.162,
4.8,0.286,0.279,0.012,-0.238,0.048,-0.191,
4.85,0.287,0.281,-0.0,-0.231,0.036,-0.206,
4.9,0.286,0.282,-0.012,-0.205,0.026,-0.198,
4.95,0.285,0.283,-0.021,-0.167,0.016,-0.18,
5.0,0.284,0.283,-0.027,-0.137,0.009,-0.162,
