t,p1,p2,v1,a1,v2,a2,
0.05,0.243,0.238,-0.041,0.165,-0.051,0.228,
0.1,0.241,0.236,-0.033,0.202,-0.039,0.277,
0.15,0.239,0.234,-0.021,0.237,-0.023,0.314,
0.2,0.239,0.233,-0.008,0.256,-0.007,0.33,
0.25,0.238,0.233,0.005,0.26,0.01,0.334,
0.3,0.239,0.234,0.019,0.242,0.027,0.321,
0.35,0.24,0.236,0.03,0.22,0.043,0.286,
0.4,0.242,0.239,0.041,0.202,0.057,0.231,
0.45,0.244,0.242,0.05,0.173,0.065,0.192,
0.5,0.247,0.245,0.058,0.142,0.076,0.163,
0.55,0.25,0.25,0.065,0.11,0.083,0.11,
0.6,0.254,0.254,0.069,0.073,0.086,0.069,
0.65,0.257,0.258,0.072,0.037,0.09,0.025,
0.7,0.261,0.263,0.073,0.0,0.09,-0.042,
0.75,0.265,0.267,0.072,-0.044,0.084,-0.079,
0.8,0.268,0.271,0.068,-0.084,0.081,-0.104,
0.85,0.271,0.276,0.063,-0.113,0.075,-0.149,
0.9,0.275,0.279,0.057,-0.144,0.066,-0.192,
0.95,0.277,0.282,0.049,-0.176,0.055,-0.221,
1.0,0.28,0.285,0.039,-0.199,0.044,-0.241,
1.05,0.281,0.287,0.029,-0.211,0.031,-0.264,
1.1,0.282,0.288,0.018,-0.21,0.017,-0.271,
1.15,0.283,0.288,0.007,-0.201,0.004,-0.27,
1.2,0.283,0.288,-0.002,-0.197,-0.011,-0.263,
1.25,0.283,0.287,-0.012,-0.198,-0.023,-0.25,
1.3,0.282,0.286,-0.022,-0.194,-0.035,-0.246,
1.35,0.281,0.284,-0.032,-0.181,-0.048,-0.222,
1.4,0.279,0.281,-0.041,-0.159,-0.058,-0.184,
1.45,0.276,0.278,-0.048,-0.139,-0.067,-0.14,
1.5,0.274,0.274,-0.054,-0.119,-0.071,-0.105,
1.55,0.271,0.271,-0.06,-0.096,-0.077,-0.071,
1.6,0.268,0.266,-0.064,-0.064,-0.079,-0.023,
