frame,x,y
000424,560,1077
000425,558,1085
000426,563,1050
000427,570,993
000428,573,948
000429,573,940
000430,571,980
000431,565,1037
000432,559,1080
000433,558,1082
000434,564,1043
000435,570,986
000436,573,945
000437,573,946
000438,570,989
000439,564,1048
000440,558,1083
000441,559,1078
000442,565,1035
000443,571,981
000444,573,942
000445,573,950
000446,570,997
000447,564,1051
000448,558,1084
000449,561,1070
000450,566,1028
000451,571,975
000452,574,938
000453,573,954
000454,569,1004
000455,563,1057
000456,558,1086
000457,561,1065
000458,568,1018
000459,572,968
000460,574,940
000461,572,963
000462,568,1014
000463,562,1062
000464,558,1083
000465,562,1061
000466,568,1011
000467,572,962
000468,573,943
000469,572,970
000470,567,1023
000471,561,1068
000472,559,1081
000473,563,1054
000474,569,1002
000475,573,957
000476,573,945
000477,571,979
000478,566,1031
000479,560,1072
000480,559,1080
000481,564,1048
000482,570,994
000483,572,954
000484,573,951
000485,571,985
000486,565,1037
000487,559,1076
000488,559,1076
000489,565,1039
000490,571,987
000491,573,952
000492,572,954
000493,570,994
000494,565,1043
000495,559,1076
000496,561,1070
000497,566,1032
000498,571,982
000499,573,950
000500,572,959
000501,569,1001
000502,564,1050
000503,559,1077
000504,562,1064
000505,567,1022
000506,571,976
000507,573,947
000508,572,962
000509,569,1007
000510,563,1054
000511,559,1077
000512,562,1059
000513,568,1015
000514,572,969
000515,573,947
000516,571,970
000517,568,1016
000518,562,1059
000519,560,1075
000520,563,1053
000521,569,1007
000522,572,965
000523,572,953
000524,571,976
000525,567,1022
000526,562,1064
000527,560,1073
000528,564,1046
000529,569,1001
000530,572,961
000531,572,955
000532,571,983
000533,566,1031
000534,561,1068
000535,560,1072
000536,565,1040
000537,570,992
000538,572,960
000539,572,960
000540,571,990
000541,565,1038
000542,561,1067
000543,561,1066
000544,566,1033
000545,571,986
000546,572,957
000547,572,963
000548,570,999
000549,565,1045
000550,561,1069
000551,562,1061
000552,567,1026
000553,571,981
000554,573,953
000555,572,966
000556,569,1006
000557,564,1049
000558,561,1071
000559,563,1058
000560,567,1020
000561,571,977
000562,572,957
000563,571,974
000564,568,1016
000565,563,1056
000566,560,1071
000567,564,1051
000568,568,1011
000569,571,973
000570,573,956
000571,571,979
000572,567,1021
000573,562,1061
000574,560,1070
000575,564,1046
000576,569,1005
000577,571,968
000578,573,957
000579,570,986
000580,566,1030
000581,562,1062
000582,561,1065
000583,565,1038
000584,570,997
000585,572,965
000586,572,962
000587,570,994
000588,565,1035
000589,562,1065
000590,562,1062
000591,566,1033
000592,570,991
000593,573,961
000594,571,968
000595,569,1002
000596,565,1042
000597,561,1068
000598,563,1058
000599,567,1025
000600,570,985
000601,572,961
000602,572,969
000603,569,1007
000604,564,1047
000605,561,1066
000606,563,1054
000607,568,1016
000608,571,980
000609,572,962
000610,571,977
000611,568,1015
000612,564,1050
000613,561,1066
000614,564,1051
000615,568,1013
000616,571,977
000617,572,961
000618,571,981
000619,567,1021
000620,563,1054
000621,561,1066
000622,565,1042
000623,569,1004
000624,571,972
000625,572,965
000626,571,987
000627,567,1027
000628,562,1059
000629,562,1062
000630,565,1037
000631,570,997
000632,571,972
000633,572,966
000634,570,994
000635,566,1033
000636,562,1060
000637,562,1058
000638,566,1030
000639,570,991
000640,572,967
000641,571,974
000642,570,1000
000643,565,1039
000644,562,1061
000645,563,1054
000646,567,1022
000647,570,986
000648,572,966
000649,571,974
000650,569,1007
000651,565,1043
000652,562,1062
000653,564,1050
000654,568,1016
000655,571,982
000656,572,965
000657,571,979
000658,568,1014
000659,564,1048
000660,562,1061
000661,564,1045
000662,568,1011
000663,571,976
000664,572,967
000665,571,983
000666,567,1022
000667,563,1053
000668,562,1059
000669,565,1040
000670,569,1004
000671,572,972
000672,572,969
000673,571,988
000674,566,1029
000675,562,1058
000676,562,1058
000677,566,1035
000678,570,997
000679,572,971
000680,571,972
000681,570,996
000682,566,1031
000683,562,1059
000684,563,1056
000685,566,1029
000686,570,991
000687,571,971
000688,571,975
000689,569,1005
000690,565,1040
000691,562,1061
000692,563,1053
000693,567,1022
000694,570,988
000695,571,972
000696,571,979
000697,568,1011
000698,565,1043
000699,562,1060
000700,564,1048
000701,568,1018
000702,571,983
000703,572,969
000704,572,980
000705,568,1017
000706,564,1047
000707,562,1059
000708,565,1043
000709,568,1011
000710,571,980
000711,572,971
000712,571,989
000713,567,1023
000714,564,1051
000715,563,1057
000716,565,1039
000717,569,1007
000718,571,979
000719,572,972
000720,570,997
000721,567,1029
000722,563,1054
000723,563,1055
000724,566,1034
000725,570,1000
000726,571,977
000727,571,978
000728,569,1004
000729,566,1034
000730,563,1056
000731,563,1054
000732,567,1028
000733,570,996
000734,571,977
000735,571,982
000736,569,1007
000737,565,1039
000738,563,1057
000739,564,1050
000740,567,1023
000741,571,991
000742,571,976
000743,571,985
000744,568,1016
000745,565,1044
000746,563,1058
000747,565,1042
000748,568,1016
000749,571,987
000750,571,977
000751,571,989
000752,568,1022
000753,564,1049
000754,563,1058
000755,565,1040
000756,569,1010
000757,571,984
000758,572,976
000759,570,994
000760,567,1025
000761,564,1052
000762,563,1056
000763,565,1038
000764,569,1006
000765,571,983
000766,571,980
000767,570,1002
000768,566,1033
000769,563,1054
000770,563,1054
000771,567,1031
000772,570,1000
000773,570,982
000774,571,982
000775,569,1005
000776,566,1035
000777,563,1055
000778,564,1051
000779,567,1025
000780,570,994
000781,570,982
000782,570,989
000783,568,1012
000784,565,1043
000785,562,1058
000786,564,1047
000787,568,1020
000788,570,990
000789,571,979
000790,571,990
000791,568,1018
000792,564,1046
000793,563,1057
000794,565,1043
000795,568,1015
000796,570,990
000797,571,982
000798,570,993
000799,567,1022
