frame,x,y
000253,603,832
000254,602,830
000255,603,882
000256,601,965
000257,590,1051
000258,577,1118
000259,570,1153
000260,572,1139
000261,584,1087
000262,598,1003
000263,603,922
000264,603,855
000265,604,833
000266,603,861
000267,604,931
000268,597,1013
000269,584,1088
000270,572,1140
000271,571,1146
000272,579,1111
000273,593,1038
000274,602,956
000275,603,881
000276,604,841
000277,604,848
000278,604,903
000279,601,979
000280,589,1061
000281,577,1122
000282,572,1144
000283,576,1126
000284,588,1067
000285,600,987
000286,604,911
000287,605,855
000288,605,843
000289,604,879
000290,603,949
000291,594,1028
000292,582,1099
000293,573,1136
000294,574,1134
000295,584,1093
000296,596,1019
000297,603,943
000298,604,882
000299,605,849
000300,604,864
000301,604,921
000302,599,995
000303,588,1070
000304,577,1121
000305,574,1135
000306,580,1109
000307,591,1050
000308,601,976
000309,603,906
000310,605,860
000311,605,858
000312,604,896
000313,601,967
000314,593,1036
000315,581,1101
000316,576,1129
000317,578,1119
000318,587,1074
000319,598,1003
000320,603,933
000321,604,878
000322,604,858
000323,604,879
000324,603,940
000325,597,1010
000326,586,1077
000327,578,1118
000328,577,1124
000329,583,1091
000330,594,1029
000331,602,961
000332,604,898
000333,605,866
000334,605,871
000335,604,917
000336,600,982
000337,591,1051
000338,581,1102
000339,578,1121
000340,581,1105
000341,590,1053
000342,599,986
000343,603,924
000344,605,878
000345,605,869
000346,604,900
000347,602,957
000348,594,1024
000349,585,1082
000350,579,1115
000351,579,1112
000352,587,1074
000353,596,1012
000354,602,949
000355,604,895
000356,605,872
000357,604,886
000358,603,937
000359,598,999
000360,589,1062
000361,581,1103
000362,579,1113
000363,584,1090
000364,593,1038
000365,601,972
000366,604,913
000367,605,880
000368,605,880
000369,604,918
000370,600,976
000371,593,1037
000372,584,1087
000373,580,1109
000374,582,1098
000375,590,1056
000376,599,996
000377,603,936
000378,605,891
000379,605,881
000380,604,903
000381,602,955
000382,596,1014
000383,587,1067
000384,582,1100
000385,582,1102
000386,587,1073
000387,596,1018
000388,602,959
000389,604,909
000390,605,884
000391,604,895
000392,603,937
000393,599,990
000394,591,1048
000395,585,1087
000396,582,1100
000397,585,1082
000398,593,1036
000399,601,979
000400,603,926
000401,604,895
000402,605,892
000403,603,919
000404,600,969
000405,594,1024
000406,587,1071
000407,583,1094
000408,584,1089
000409,590,1055
000410,598,1003
000411,603,949
000412,604,906
000413,605,895
000414,604,908
000415,602,954
000416,597,1005
000417,590,1056
000418,585,1087
000419,584,1091
000420,588,1065
000421,595,1018
000422,601,966
000423,604,920
000424,605,899
000425,605,903
000426,603,939
000427,599,987
000428,592,1039
000429,587,1072
000430,585,1089
000431,587,1073
000432,593,1038
000433,599,988
000434,603,938
000435,604,908
000436,605,902
000437,604,926
000438,600,968
000439,595,1020
000440,589,1062
000441,586,1082
000442,586,1078
000443,591,1050
000444,597,1002
000445,602,954
000446,604,917
000447,604,905
000448,604,917
000449,602,952
000450,597,1001
000451,591,1046
000452,587,1072
000453,586,1078
000454,590,1059
000455,595,1021
000456,601,974
000457,603,931
000458,604,911
000459,604,914
000460,603,941
000461,600,985
000462,594,1031
000463,589,1063
000464,587,1077
000465,589,1065
000466,593,1033
000467,599,988
000468,603,947
000469,604,919
000470,604,914
000471,603,933
000472,601,970
000473,596,1015
000474,591,1051
000475,588,1070
000476,588,1068
000477,592,1042
000478,598,1002
000479,602,960
000480,604,927
000481,604,917
000482,604,926
000483,602,957
000484,598,998
000485,593,1037
000486,589,1062
000487,588,1067
000488,591,1051
000489,596,1016
000490,601,975
000491,603,939
000492,604,922
000493,604,925
000494,603,948
000495,600,987
000496,595,1025
000497,591,1053
000498,589,1063
000499,591,1054
000500,595,1026
000501,599,989
000502,602,950
000503,604,930
000504,604,928
000505,603,944
000506,601,973
000507,597,1012
000508,592,1043
000509,590,1058
000510,591,1054
000511,594,1033
000512,598,999
000513,602,965
000514,604,937
000515,604,930
000516,604,940
000517,602,965
000518,598,1000
000519,594,1034
000520,591,1052
000521,591,1054
000522,593,1039
000523,597,1008
000524,601,976
000525,603,948
000526,604,934
000527,603,940
000528,602,960
000529,599,992
000530,595,1022
000531,592,1045
000532,591,1050
000533,593,1039
000534,597,1015
000535,600,984
000536,602,957
000537,604,940
000538,604,940
000539,602,957
000540,600,984
000541,596,1014
000542,593,1039
000543,592,1048
000544,592,1043
000545,595,1021
000546,599,992
000547,601,965
000548,603,944
000549,604,939
000550,602,952
000551,600,978
000552,598,1007
000553,594,1032
000554,592,1047
000555,592,1044
000556,594,1027
000557,598,1000
000558,601,970
000559,602,948
000560,603,941
000561,603,949
000562,601,970
000563,598,999
000564,595,1026
000565,592,1044
000566,592,1045
000567,594,1031
000568,597,1005
000569,600,977
000570,602,955
000571,603,943
000572,603,948
000573,601,965
000574,599,992
000575,595,1021
000576,593,1039
000577,592,1045
000578,593,1035
000579,597,1013
000580,600,984
000581,602,960
000582,603,946
000583,603,946
000584,601,962
000585,599,985
000586,596,1014
000587,593,1036
000588,592,1045
000589,593,1038
000590,595,1019
000591,599,991
000592,601,965
000593,602,948
000594,603,945
000595,602,957
000596,600,980
000597,597,1007
000598,594,1030
000599,592,1043
000600,593,1040
000601,595,1022
000602,598,999
000603,601,973
000604,602,952
000605,603,944
000606,603,953
000607,601,974
000608,598,1000
000609,595,1025
000610,593,1041
000611,593,1042
000612,594,1028
000613,597,1004
000614,600,978
000615,602,955
000616,602,947
000617,602,950
000618,601,969
000619,598,995
000620,595,1020
000621,593,1038
000622,592,1042
000623,594,1031
000624,597,1008
000625,600,982
000626,602,961
000627,603,948
000628,603,949
000629,602,964
000630,600,987
000631,596,1013
000632,593,1035
000633,593,1042
000634,594,1035
000635,596,1015
000636,599,990
000637,602,966
000638,603,951
000639,603,948
000640,602,959
000641,600,981
000642,597,1007
000643,595,1029
000644,593,1040
000645,593,1037
000646,596,1020
000647,598,997
000648,601,972
000649,602,953
000650,603,947
000651,603,956
000652,601,976
000653,598,1000
000654,595,1024
000655,593,1038
000656,593,1038
000657,595,1025
000658,598,1001
000659,601,976
000660,602,956
000661,603,948
000662,602,952
000663,601,971
000664,599,995
000665,596,1019
000666,593,1036
000667,593,1039
000668,594,1028
000669,597,1007
000670,600,982
000671,602,961
000672,602,950
000673,602,952
000674,601,966
000675,599,990
000676,596,1014
000677,594,1033
000678,593,1039
000679,594,1031
000680,596,1012
000681,599,989
000682,601,965
000683,602,952
000684,602,951
000685,602,962
000686,600,984
000687,597,1008
000688,594,1029
000689,593,1037
000690,593,1035
000691,595,1017
000692,599,994
000693,601,970
000694,602,955
000695,603,950
000696,602,958
000697,600,977
000698,598,1002
000699,595,1024
000700,593,1036
000701,593,1036
000702,595,1022
000703,597,1000
000704,600,976
000705,602,959
000706,602,951
000707,602,957
000708,600,974
000709,598,996
000710,595,1018
000711,593,1033
000712,593,1036
000713,594,1026
000714,597,1007
000715,600,983
000716,601,963
000717,602,952
000718,602,955
000719,601,968
000720,599,990
000721,596,1013
000722,594,1030
000723,593,1036
000724,594,1029
000725,596,1011
000726,599,988
000727,601,967
000728,602,955
000729,602,954
000730,601,966
000731,599,985
000732,596,1008
000733,594,1027
000734,593,1035
000735,594,1030
000736,596,1015
000737,599,992
000738,601,972
000739,602,956
000740,602,953
000741,602,961
000742,600,981
000743,597,1004
000744,595,1023
000745,593,1035
000746,593,1033
000747,595,1020
000748,597,998
000749,600,976
000750,602,959
000751,602,953
000752,602,959
000753,600,975
000754,598,997
000755,595,1020
000756,594,1032
000757,593,1033
000758,595,1022
000759,597,1005
000760,600,982
000761,601,963
000762,602,954
000763,602,957
000764,601,971
000765,599,992
000766,596,1014
000767,594,1029
000768,593,1034
000769,594,1026
000770,597,1008
000771,599,987
000772,601,967
000773,602,956
000774,602,956
000775,601,967
000776,599,987
000777,597,1009
000778,594,1026
000779,593,1034
000780,594,1029
000781,596,1012
000782,599,991
000783,601,972
000784,602,958
000785,602,956
000786,601,963
000787,600,981
000788,597,1004
000789,595,1023
000790,593,1032
000791,594,1030
000792,596,1017
000793,598,997
000794,600,976
000795,602,961
000796,602,955
000797,602,962
000798,600,977
000799,598,999
000800,596,1019
000801,594,1031
000802,594,1032
000803,595,1021
000804,598,1002
000805,600,982
000806,601,965
000807,602,956
000808,602,960
000809,600,974
000810,598,994
000811,596,1014
000812,594,1029
000813,594,1032
000814,595,1024
000815,597,1006
000816,599,985
000817,601,966
000818,602,958
000819,602,958
000820,600,970
000821,599,988
000822,596,1009
000823,594,1025
000824,593,1032
000825,594,1027
000826,596,1011
000827,598,991
000828,600,970
000829,601,960
000830,602,958
000831,601,966
000832,599,985
000833,597,1005
000834,595,1022
000835,594,1031
000836,594,1028
000837,596,1015
000838,598,995
000839,600,974
000840,602,961
000841,602,957
000842,601,964
000843,600,980
000844,598,1001
000845,595,1021
000846,594,1030
000847,594,1030
000848,595,1019
000849,598,1000
000850,600,979
000851,601,964
000852,602,958
000853,601,962
000854,600,976
000855,598,996
000856,596,1015
000857,594,1028
000858,594,1030
000859,595,1022
000860,597,1004
000861,600,984
000862,601,967
000863,602,958
000864,602,960
000865,600,972
000866,598,991
000867,596,1011
000868,595,1025
000869,594,1030
000870,594,1024
000871,597,1009
000872,599,989
000873,600,971
000874,601,960
000875,601,960
000876,601,968
000877,599,986
000878,597,1007
000879,595,1022
000880,594,1030
000881,594,1026
000882,596,1012
000883,598,993
000884,600,975
000885,601,962
000886,602,959
000887,601,966
000888,599,981
000889,597,1001
000890,595,1019
000891,594,1029
000892,594,1028
000893,595,1016
000894,598,998
000895,600,979
000896,601,965
000897,601,960
000898,601,964
000899,600,978
000900,598,996
000901,596,1015
