frame,x,y
000801,582,1005
000802,583,994
000803,583,987
000804,583,994
000805,582,1005
000806,582,1005
000807,583,993
000808,583,988
000809,582,996
000810,581,1005
000811,582,1004
000812,583,992
000813,583,988
000814,583,997
000815,581,1006
000816,582,1002
000817,583,991
000818,583,989
000819,582,1000
000820,581,1006
000821,582,1000
000822,583,990
000823,583,990
000824,582,1000
000825,582,1006
000826,582,998
000827,583,990
000828,583,991
000829,582,1001
000830,581,1006
000831,582,997
000832,583,989
000833,583,992
000834,582,1002
000835,582,1004
000836,583,995
000837,584,988
000838,583,993
000839,582,1004
000840,582,1004
000841,583,994
000842,583,989
000843,583,994
000844,582,1004
000845,582,1003
000846,583,994
000847,583,989
000848,583,997
000849,582,1004
000850,582,1003
000851,583,992
000852,583,990
000853,582,998
000854,582,1006
000855,582,1000
000856,583,991
000857,583,990
000858,582,998
000859,581,1005
000860,582,999
000861,583,991
000862,583,991
000863,582,1000
000864,581,1005
000865,582,997
000866,583,990
000867,583,992
000868,582,1001
000869,582,1004
000870,582,996
000871,583,989
000872,583,993
000873,582,1002
000874,582,1003
000875,583,994
000876,583,990
000877,583,994
000878,582,1002
000879,582,1002
000880,583,993
000881,583,989
000882,582,994
000883,581,1003
000884,582,1001
000885,582,993
000886,582,990
000887,582,997
000888,581,1005
000889,581,1002
000890,582,993
000891,583,990
000892,582,997
000893,582,1003
000894,582,999
000895,583,992
000896,583,992
000897,582,999
000898,582,1003
000899,582,997
000900,583,991
000901,582,993
