frame,x,y
000001,478,1358
000002,479,1358
000003,477,1358
000004,476,1359
000005,477,1359
000006,477,1360
000007,477,1360
000008,477,1359
000009,476,1359
000010,476,1359
000011,476,1360
000012,477,1359
000013,477,1359
000014,476,1359
000015,476,1359
000016,480,1353
000017,501,1314
000018,529,1236
000019,561,1103
000020,581,946
000021,585,821
000022,577,726
000023,568,679
000024,567,684
000025,578,748
000026,587,862
000027,579,994
000028,557,1131
000029,528,1237
000030,504,1297
000031,504,1297
000032,525,1244
000033,556,1136
000034,579,997
000035,587,874
000036,580,764
000037,571,703
000038,568,692
000039,577,742
000040,586,831
000041,584,955
000042,565,1087
000043,540,1196
000044,515,1270
000045,509,1284
000046,524,1248
000047,551,1159
000048,573,1035
000049,586,907
000050,584,808
000051,574,727
000052,572,706
000053,576,735
000054,583,812
000055,585,927
000056,573,1049
000057,551,1156
000058,524,1240
000059,514,1269
000060,523,1247
000061,546,1177
000062,569,1068
000063,584,947
000064,585,843
000065,577,750
000066,574,722
000067,576,734
000068,582,795
000069,586,897
000070,577,1015
000071,560,1119
000072,534,1211
000073,523,1249
000074,524,1243
000075,541,1191
000076,564,1094
000077,581,985
000078,586,883
000079,581,791
000080,577,743
000081,576,737
000082,581,782
000083,586,872
000084,579,985
000085,566,1083
000086,545,1177
000087,527,1231
000088,527,1233
000089,539,1197
000090,558,1117
000091,577,1010
000092,586,922
000093,583,824
000094,580,763
000095,579,749
000096,581,776
000097,585,842
000098,583,947
000099,572,1048
000100,555,1139
000101,534,1208
000102,531,1222
000103,537,1200
000104,554,1137
000105,573,1040
000106,584,948
000107,585,860
000108,582,791
000109,580,763
000110,581,774
000111,585,829
000112,585,918
000113,576,1015
000114,562,1102
000115,542,1179
000116,534,1211
000117,538,1200
000118,551,1149
000119,569,1068
000120,582,978
000121,586,895
000122,584,816
000123,581,779
000124,582,778
000125,584,816
000126,585,899
000127,579,986
000128,568,1073
000129,554,1143
000130,540,1191
000131,540,1189
000132,549,1156
000133,565,1090
000134,578,1010
000135,586,925
000136,585,856
000137,582,807
000138,583,793
000139,585,818
000140,586,880
000141,582,962
000142,572,1047
000143,561,1111
000144,549,1165
000145,544,1178
000146,549,1158
000147,562,1108
000148,575,1036
000149,584,956
000150,585,886
000151,584,837
000152,584,809
000153,586,818
000154,586,866
000155,584,937
000156,577,1017
000157,567,1080
000158,555,1137
000159,549,1162
000160,551,1152
000161,558,1120
000162,571,1060
000163,581,987
000164,585,918
000165,585,864
000166,585,824
000167,587,825
000168,586,855
000169,585,916
000170,580,984
000171,572,1046
000172,562,1106
000173,553,1146
