frame,x,y
000001,555,1185
000002,572,1115
000003,586,1030
000004,594,940
000005,594,860
000006,591,790
000007,586,748
000008,585,730
000009,586,738
000010,589,763
000011,592,813
000012,594,884
000013,592,972
000014,581,1062
000015,563,1142
000016,547,1200
000017,537,1237
000018,535,1248
000019,539,1237
000020,549,1200
000021,563,1141
000022,579,1063
000023,592,977
000024,596,892
000025,593,820
000026,588,774
000027,586,743
000028,586,738
000029,589,752
000030,592,796
000031,595,862
000032,593,940
000033,585,1026
000034,572,1108
000035,557,1173
000036,544,1218
000037,537,1239
000038,538,1236
000039,546,1212
000040,559,1163
000041,575,1092
000042,588,1010
000043,595,928
000044,594,853
000045,591,792
000046,589,756
000047,588,742
000048,589,751
000049,591,785
000050,593,838
000051,594,913
000052,590,995
000053,579,1075
000054,562,1146
000055,549,1197
000056,541,1226
000057,541,1232
000058,546,1215
000059,555,1177
000060,569,1116
000061,583,1041
000062,593,960
000063,595,881
000064,593,819
000065,591,772
000066,589,751
000067,590,751
000068,590,778
000069,593,824
000070,595,888
000071,592,967
000072,583,1046
000073,570,1118
000074,556,1175
000075,546,1212
000076,542,1226
000077,544,1218
000078,553,1188
000079,566,1136
000080,580,1067
000081,590,989
000082,595,913
000083,595,844
000084,592,794
000085,591,766
000086,591,759
000087,592,774
000088,594,811
000089,595,868
000090,594,939
000091,588,1016
000092,575,1090
000093,562,1152
000094,551,1195
000095,545,1215
000096,545,1215
000097,551,1195
000098,562,1151
000099,576,1089
000100,588,1016
000101,594,940
000102,596,871
000103,594,816
000104,592,782
000105,591,767
000106,592,773
000107,594,802
000108,596,850
000109,595,915
000110,591,988
000111,581,1061
000112,568,1127
000113,556,1176
000114,549,1204
000115,547,1212
000116,550,1197
000117,560,1162
000118,572,1107
000119,585,1040
000120,593,966
000121,596,896
000122,595,837
000123,593,797
000124,593,776
000125,592,775
000126,593,795
000127,595,837
000128,596,895
000129,593,965
000130,585,1037
000131,573,1104
000132,561,1156
000133,552,1191
000134,549,1205
000135,551,1198
000136,558,1170
000137,570,1123
000138,581,1060
000139,591,990
000140,595,921
000141,596,859
000142,594,813
000143,593,787
000144,592,780
000145,593,794
000146,595,828
000147,596,879
000148,594,943
000149,588,1014
000150,578,1081
000151,566,1137
000152,556,1176
000153,551,1196
000154,551,1196
000155,557,1175
000156,567,1134
000157,578,1078
000158,588,1011
000159,594,943
000160,597,879
000161,596,830
000162,594,798
000163,593,786
000164,594,793
000165,595,820
000166,596,865
000167,595,925
000168,591,992
000169,582,1059
000170,570,1118
000171,560,1160
000172,554,1186
000173,553,1191
000174,556,1178
000175,565,1145
000176,576,1093
000177,586,1032
000178,593,965
000179,597,902
000180,596,850
000181,595,813
000182,594,796
000183,594,797
000184,595,818
000185,596,856
000186,596,910
000187,592,972
000188,585,1038
000189,575,1099
000190,564,1145
000191,557,1174
000192,554,1186
000193,556,1178
000194,564,1151
000195,575,1107
000196,586,1049
000197,585,988
000198,589,926
000199,590,878
000200,591,839
000201,590,820
000202,593,809
000203,594,822
000204,596,853
000205,596,899
000206,594,957
000207,587,1020
000208,579,1080
000209,568,1130
000210,560,1163
000211,556,1178
000212,557,1176
000213,562,1156
000214,571,1118
000215,581,1066
000216,589,1005
000217,594,944
000218,596,888
000219,596,844
000220,595,817
000221,595,806
000222,595,816
000223,596,843
000224,597,886
000225,594,941
000226,590,1001
000227,581,1061
000228,572,1112
000229,563,1150
000230,558,1170
000231,558,1173
000232,562,1157
000233,570,1124
000234,579,1076
000235,588,1019
000236,597,959
000237,598,904
000238,590,857
000239,590,838
000240,590,828
000241,590,831
000242,593,846
000243,598,878
000244,596,927
000245,592,985
000246,584,1043
000247,575,1096
000248,567,1136
000249,561,1160
000250,559,1168
000251,562,1157
000252,568,1129
000253,577,1086
000254,586,1033
000255,595,976
000256,598,921
000257,597,875
000258,596,842
000259,595,827
000260,595,826
000261,596,841
000262,597,872
000263,596,916
000264,593,971
000265,586,1028
000266,578,1081
000267,569,1124
000268,563,1151
000269,561,1162
000270,562,1157
000271,567,1135
000272,575,1096
000273,584,1047
000274,590,991
000275,595,936
000276,596,888
000277,596,851
000278,595,828
000279,596,823
000280,596,836
000281,596,865
000282,595,907
000283,593,958
000284,588,1013
000285,581,1066
000286,572,1111
000287,565,1141
000288,562,1156
000289,563,1154
000290,567,1136
000291,574,1102
000292,583,1057
000293,590,1003
000294,595,949
000295,599,901
000296,600,856
000297,589,842
000298,590,842
000299,590,846
000300,599,856
000301,597,900
000302,595,946
000303,590,998
000304,583,1052
000305,575,1097
000306,568,1130
000307,564,1149
000308,564,1151
000309,567,1137
000310,573,1108
000311,581,1066
000312,588,1016
000313,594,965
000314,597,914
000315,598,872
000316,595,849
000317,596,838
000318,596,841
000319,597,861
000320,597,894
000321,595,936
000322,591,988
000323,585,1040
000324,577,1085
000325,570,1121
000326,566,1141
000327,565,1146
000328,567,1137
000329,572,1113
000330,579,1075
000331,586,1027
000332,592,976
000333,595,928
000334,596,886
000335,597,855
000336,597,839
000337,597,839
000338,597,857
000339,596,888
000340,595,929
