frame,x,y
000341,592,978
000342,587,1028
000343,579,1074
000344,572,1111
000345,567,1134
000346,566,1142
000347,567,1136
000348,571,1116
000349,578,1082
000350,585,1037
000351,591,988
000352,595,939
000353,597,896
000354,596,864
000355,597,845
000356,597,842
000357,597,855
000358,596,883
000359,595,922
000360,593,968
000361,588,1017
000362,581,1063
000363,574,1101
000364,569,1127
000365,567,1136
000366,567,1134
000367,571,1117
000368,577,1087
000369,584,1046
000370,590,998
000371,594,950
000372,596,908
000373,596,873
000374,597,852
000375,597,846
000376,597,855
000377,597,879
000378,596,915
000379,593,959
000380,589,1007
000381,583,1053
000382,576,1091
000383,571,1118
000384,568,1132
000385,568,1132
000386,571,1119
000387,576,1092
000388,583,1053
000389,589,1008
000390,593,961
000391,596,917
000392,597,883
000393,597,858
000394,597,849
000395,597,856
000396,597,877
000397,596,910
000398,594,951
000399,590,997
000400,584,1043
000401,578,1083
000402,572,1111
000403,569,1127
000404,568,1130
000405,571,1119
000406,575,1095
000407,582,1060
000408,588,1016
000409,593,970
000410,595,927
000411,596,891
000412,596,866
000413,597,853
000414,597,856
000415,597,875
000416,596,905
000417,594,944
000418,591,989
000419,585,1034
000420,579,1074
000421,573,1105
000422,570,1122
000423,569,1127
000424,571,1118
000425,575,1098
000426,581,1065
000427,587,1024
000428,591,979
000429,595,937
000430,596,901
000431,597,875
000432,597,861
000433,597,862
000434,597,876
000435,596,903
000436,595,939
000437,592,981
000438,587,1026
000439,581,1066
000440,575,1098
000441,571,1117
000442,570,1124
000443,571,1118
000444,574,1100
000445,580,1071
000446,586,1032
000447,591,988
000448,594,945
000449,596,907
000450,597,880
000451,597,865
000452,597,863
000453,597,875
000454,596,899
000455,595,934
000456,592,975
000457,588,1018
000458,582,1058
000459,577,1091
000460,573,1111
000461,570,1121
000462,571,1117
000463,574,1102
000464,580,1074
000465,585,1037
000466,590,995
000467,594,953
000468,596,915
000469,597,885
000470,597,866
000471,597,862
000472,597,871
000473,597,895
000474,595,928
000475,593,967
000476,589,1008
000477,583,1049
000478,578,1083
000479,573,1106
000480,571,1117
000481,571,1116
000482,574,1102
000483,579,1076
000484,584,1042
000485,589,1001
000486,593,960
000487,595,922
000488,596,891
000489,597,871
000490,597,864
000491,597,871
000492,596,892
000493,595,923
000494,594,960
000495,590,1001
000496,584,1041
000497,579,1073
000498,574,1100
000499,571,1114
000500,571,1114
000501,574,1102
000502,578,1079
000503,584,1046
000504,589,1007
000505,593,967
000506,595,929
000507,596,897
000508,597,876
000509,597,868
000510,597,872
000511,596,891
000512,596,919
000513,594,956
000514,590,995
000515,585,1035
000516,580,1069
000517,575,1096
000518,572,1110
000519,572,1112
000520,574,1102
000521,578,1081
000522,583,1050
000523,588,1013
000524,592,972
000525,595,936
000526,596,904
000527,597,881
000528,597,871
000529,597,874
000530,596,889
000531,596,916
000532,594,951
000533,591,990
000534,586,1028
000535,581,1063
000536,576,1091
000537,573,1105
000538,572,1110
000539,574,1101
000540,578,1083
000541,582,1054
000542,587,1018
000543,592,979
000544,594,941
000545,596,909
000546,596,884
000547,597,873
000548,597,874
000549,597,887
000550,596,911
000551,594,946
000552,591,983
000553,587,1022
000554,582,1057
000555,577,1085
000556,574,1101
000557,572,1108
000558,574,1101
000559,577,1086
000560,582,1058
000561,587,1023
000562,591,984
000563,594,947
000564,595,914
000565,596,889
000566,597,877
000567,597,876
000568,596,886
000569,596,910
000570,594,942
000571,592,979
000572,588,1017
000573,583,1052
000574,578,1079
000575,574,1099
000576,573,1106
000577,574,1102
000578,576,1088
000579,581,1060
000580,586,1028
000581,591,990
000582,594,953
000583,595,920
000584,596,894
000585,597,879
000586,597,877
000587,597,885
000588,596,908
000589,595,938
000590,592,973
000591,588,1011
000592,584,1047
000593,579,1076
000594,575,1096
000595,573,1105
000596,574,1102
000597,577,1089
000598,581,1064
000599,586,1033
000600,590,996
000601,593,959
000602,595,925
000603,596,898
000604,597,882
000605,597,878
000606,597,886
000607,596,906
000608,595,934
000609,593,970
000610,589,1006
000611,584,1041
000612,580,1071
000613,576,1092
000614,574,1101
000615,574,1100
000616,577,1087
000617,580,1067
000618,585,1036
000619,590,1001
000620,593,963
000621,595,930
000622,596,903
000623,597,885
000624,597,880
000625,597,886
000626,596,904
000627,595,931
000628,593,965
000629,589,1001
000630,585,1036
000631,580,1067
000632,576,1089
000633,574,1101
000634,574,1101
000635,576,1090
000636,580,1069
000637,585,1039
000638,589,1004
000639,593,968
000640,595,935
000641,596,907
000642,597,889
000643,597,882
000644,597,886
000645,596,902
000646,595,928
000647,593,960
000648,590,997
000649,586,1032
000650,581,1063
000651,577,1085
000652,574,1098
000653,574,1100
000654,576,1090
000655,580,1070
000656,584,1042
000657,588,1009
000658,592,973
000659,594,940
000660,596,910
000661,596,891
000662,597,883
000663,597,886
000664,596,901
000665,595,927
000666,593,958
000667,590,992
000668,586,1026
000669,582,1057
000670,578,1080
000671,575,1094
000672,575,1098
000673,576,1090
000674,580,1072
000675,584,1045
000676,588,1013
000677,592,978
000678,594,943
000679,596,915
000680,596,894
000681,597,886
000682,597,887
000683,596,901
000684,595,924
000685,594,954
000686,591,988
000687,587,1022
000688,583,1053
000689,578,1076
000690,576,1092
000691,575,1097
000692,576,1090
000693,579,1073
000694,584,1048
000695,588,1015
000696,591,981
000697,594,948
000698,596,919
000699,597,897
000700,597,887
000701,597,887
000702,596,898
000703,596,921
000704,594,950
000705,591,984
000706,588,1019
000707,583,1048
000708,579,1072
000709,576,1089
000710,575,1095
000711,576,1090
000712,579,1076
000713,583,1050
000714,587,1019
000715,591,986
000716,594,953
000717,595,924
000718,596,900
000719,596,888
000720,596,888
000721,597,897
000722,596,919
000723,594,948
000724,591,980
000725,588,1013
000726,584,1044
000727,579,1070
000728,577,1087
000729,576,1093
000730,576,1090
000731,579,1074
000732,583,1050
000733,587,1023
000734,591,990
000735,594,956
000736,595,927
000737,596,904
000738,597,891
000739,597,889
000740,596,898
000741,596,917
000742,594,945
000743,592,977
000744,588,1011
000745,584,1041
000746,581,1065
000747,577,1083
000748,576,1091
000749,576,1088
000750,578,1077
000751,582,1055
000752,587,1026
000753,590,994
000754,593,960
000755,595,931
000756,596,907
000757,597,894
000758,597,890
000759,596,898
000760,596,915
000761,594,943
000762,592,974
000763,589,1007
000764,585,1038
000765,581,1062
000766,578,1080
000767,576,1090
000768,577,1088
000769,579,1076
000770,582,1055
000771,586,1028
000772,590,996
000773,593,964
000774,595,934
000775,596,910
000776,596,896
000777,597,891
000778,596,898
000779,596,914
000780,594,941
000781,592,971
000782,589,1003
000783,586,1034
000784,582,1059
000785,579,1078
000786,577,1087
000787,576,1088
000788,579,1076
000789,582,1054
000790,586,1030
000791,590,1000
000792,593,968
000793,595,938
000794,596,914
000795,596,898
000796,597,893
000797,596,898
000798,596,915
000799,595,938
000800,593,968
000801,590,1000
000802,586,1029
000803,582,1056
000804,579,1076
000805,577,1086
000806,577,1086
000807,579,1076
000808,582,1058
000809,585,1032
000810,589,1002
000811,592,971
000812,594,940
000813,596,916
000814,596,901
000815,596,894
000816,596,899
000817,596,914
000818,594,938
000819,593,966
000820,590,998
000821,586,1028
000822,583,1053
000823,579,1072
000824,577,1085
000825,577,1085
000826,579,1077
000827,582,1060
000828,585,1035
000829,589,1005
000830,592,974
000831,594,944
000832,596,919
000833,596,903
000834,597,895
000835,596,899
000836,596,913
000837,595,935
000838,593,963
000839,590,994
000840,587,1025
000841,583,1051
000842,580,1071
000843,578,1083
000844,578,1084
000845,579,1076
000846,582,1059
000847,585,1036
000848,589,1008
000849,592,977
000850,594,947
000851,596,923
000852,596,905
000853,597,896
000854,597,901
000855,596,912
000856,595,934
000857,594,962
000858,591,991
000859,587,1022
000860,584,1048
000861,580,1067
000862,578,1080
000863,578,1083
000864,579,1075
000865,582,1059
000866,585,1038
000867,589,1010
000868,592,980
000869,594,951
000870,595,926
000871,596,907
000872,597,899
000873,596,902
000874,596,913
000875,595,933
000876,594,960
000877,591,989
000878,588,1019
000879,584,1045
000880,580,1066
000881,578,1078
000882,578,1082
000883,579,1076
000884,581,1061
000885,585,1039
000886,588,1012
000887,592,981
000888,594,953
000889,596,927
000890,596,910
000891,596,901
000892,596,902
000893,596,912
000894,595,932
000895,593,958
000896,591,985
000897,588,1017
000898,584,1043
000899,581,1063
000900,579,1077
000901,578,1081
