frame,x,y
000387,584,970
000388,586,934
000389,588,906
000390,588,896
000391,588,899
000392,588,920
000393,585,953
000394,582,992
000395,577,1032
000396,573,1063
000397,570,1083
000398,570,1088
000399,570,1078
000400,574,1052
000401,579,1018
000402,583,980
000403,586,942
000404,588,913
000405,589,898
000406,588,899
000407,587,917
000408,586,947
000409,583,984
000410,579,1022
000411,575,1056
000412,571,1079
000413,570,1087
000414,571,1080
000415,574,1058
000416,578,1025
000417,583,987
000418,586,950
000419,587,920
000420,587,901
000421,587,899
000422,588,911
000423,587,940
000424,583,976
000425,579,1015
000426,574,1049
000427,571,1073
000428,571,1083
000429,572,1080
000430,574,1064
000431,576,1033
000432,581,995
000433,585,956
000434,588,925
000435,589,905
000436,588,901
000437,587,911
000438,586,935
000439,585,969
000440,582,1006
000441,576,1041
000442,571,1068
000443,569,1082
000444,570,1081
000445,573,1065
000446,577,1038
000447,581,1002
000448,584,966
000449,586,934
000450,589,911
000451,590,901
000452,588,908
000453,587,930
000454,584,963
000455,582,1000
000456,578,1035
000457,574,1062
000458,571,1078
000459,570,1079
000460,572,1068
000461,576,1044
000462,581,1011
000463,584,974
000464,586,939
000465,588,915
000466,589,905
000467,589,908
000468,588,927
000469,585,957
000470,581,991
000471,578,1028
000472,574,1057
000473,572,1075
000474,571,1081
000475,571,1072
000476,574,1049
000477,579,1019
000478,583,983
000479,586,947
000480,587,922
000481,588,910
000482,588,911
000483,587,925
000484,586,953
000485,582,987
000486,579,1021
000487,574,1052
000488,572,1072
000489,571,1078
000490,572,1072
000491,575,1053
000492,578,1023
000493,582,987
000494,586,953
000495,588,925
000496,588,909
000497,588,908
000498,587,921
000499,587,946
000500,584,979
000501,580,1014
000502,576,1045
000503,573,1067
000504,571,1076
000505,572,1072
000506,575,1055
000507,579,1027
000508,582,993
000509,585,959
000510,588,931
000511,589,914
000512,589,909
000513,588,918
000514,587,941
000515,584,973
000516,581,1008
000517,577,1040
000518,573,1062
000519,571,1074
000520,572,1072
000521,574,1058
000522,578,1033
000523,582,1000
000524,585,966
000525,587,936
000526,588,916
000527,589,910
000528,588,918
000529,587,938
000530,584,969
000531,581,1002
000532,577,1034
000533,574,1058
000534,572,1072
000535,572,1073
000536,574,1060
000537,577,1036
000538,581,1005
000539,584,972
000540,586,942
000541,587,921
000542,589,911
000543,589,916
000544,587,935
000545,585,963
000546,582,996
000547,578,1028
000548,575,1054
000549,572,1069
000550,572,1072
000551,574,1062
000552,577,1040
000553,580,1011
000554,584,978
000555,586,947
000556,588,924
000557,588,914
000558,588,917
000559,587,933
000560,585,964
000561,582,996
000562,578,1028
000563,574,1056
000564,572,1073
000565,571,1077
000566,572,1070
000567,575,1052
000568,578,1022
000569,582,995
000570,585,965
000571,586,942
000572,587,930
000573,587,930
000574,587,943
000575,584,962
000576,582,993
000577,578,1024
000578,575,1059
000579,572,1078
000580,571,1084
000581,572,1078
000582,575,1055
000583,578,1027
000584,582,994
000585,585,961
000586,587,932
000587,589,917
000588,589,916
000589,588,927
000590,587,950
000591,584,979
000592,581,1011
000593,577,1039
000594,574,1058
000595,574,1064
000596,574,1061
000597,576,1046
000598,579,1022
000599,583,992
000600,586,961
000601,587,937
000602,588,921
000603,589,916
000604,588,926
000605,587,946
000606,585,974
000607,582,1005
000608,578,1033
000609,575,1052
000610,574,1062
000611,574,1061
000612,576,1050
000613,579,1026
000614,582,996
000615,585,966
000616,587,942
000617,588,923
000618,589,917
000619,588,925
000620,587,943
000621,585,970
000622,582,1000
000623,578,1029
000624,576,1052
000625,574,1061
000626,574,1061
000627,576,1051
000628,578,1029
000629,582,1000
000630,585,971
000631,587,944
000632,588,927
000633,588,919
000634,588,925
000635,587,942
000636,584,972
000637,581,1009
000638,577,1034
000639,575,1062
000640,573,1069
000641,573,1068
000642,574,1057
000643,577,1035
000644,581,1007
000645,584,977
000646,586,950
000647,588,930
000648,588,921
000649,588,924
000650,587,939
000651,585,964
000652,583,993
000653,580,1022
000654,576,1046
000655,574,1059
000656,574,1061
000657,575,1054
000658,578,1036
000659,581,1011
000660,583,982
000661,585,959
000662,587,939
000663,588,934
000664,587,937
000665,586,951
000666,584,974
000667,582,1002
000668,578,1026
000669,576,1047
000670,575,1056
000671,574,1061
000672,575,1055
000673,577,1038
000674,581,1012
000675,584,983
000676,586,957
000677,587,938
000678,589,924
000679,589,924
000680,588,936
000681,586,956
000682,583,984
000683,580,1013
000684,577,1037
000685,576,1052
000686,575,1057
000687,576,1051
000688,577,1038
000689,580,1015
000690,583,987
000691,586,961
000692,588,938
000693,588,926
000694,588,925
000695,588,935
000696,586,955
000697,584,981
000698,581,1010
000699,578,1035
000700,574,1056
000701,573,1065
000702,574,1064
000703,576,1052
000704,578,1029
000705,581,1005
000706,584,978
000707,586,956
000708,587,942
000709,587,940
000710,586,948
000711,585,966
000712,583,991
000713,581,1018
000714,577,1045
000715,574,1064
000716,573,1072
000717,573,1070
000718,575,1057
000719,579,1035
000720,581,1008
000721,584,976
000722,586,951
000723,588,931
000724,588,926
000725,588,933
000726,586,950
000727,585,974
000728,582,1002
000729,579,1027
000730,577,1044
000731,576,1053
000732,576,1053
000733,577,1044
000734,579,1023
000735,582,998
000736,585,973
000737,587,949
000738,589,933
000739,589,927
000740,588,933
000741,587,949
000742,585,971
000743,583,996
000744,580,1023
000745,577,1043
000746,576,1052
000747,576,1053
000748,578,1042
000749,580,1026
000750,582,1001
000751,585,974
000752,587,952
000753,588,936
000754,589,927
000755,588,932
000756,587,947
000757,585,969
000758,583,995
000759,580,1020
000760,578,1039
000761,576,1050
000762,576,1052
000763,577,1043
000764,579,1027
000765,582,1003
000766,585,978
000767,586,954
000768,587,937
000769,588,929
000770,588,932
000771,587,947
000772,584,974
000773,582,1001
000774,579,1028
000775,576,1053
000776,574,1067
000777,574,1069
000778,574,1059
000779,577,1044
000780,580,1020
000781,583,990
000782,585,967
000783,586,953
000784,587,945
000785,587,946
000786,586,957
000787,584,975
000788,582,997
000789,579,1028
000790,576,1049
000791,575,1056
000792,574,1058
000793,575,1054
000794,577,1040
000795,579,1019
000796,583,997
000797,584,970
000798,586,956
000799,586,946
000800,587,946
000801,586,952
000802,585,970
000803,583,999
000804,580,1013
000805,578,1033
000806,576,1047
000807,576,1052
000808,577,1046
000809,578,1032
000810,581,1011
000811,584,986
000812,586,963
000813,588,945
000814,588,933
000815,588,933
000816,587,945
000817,586,962
000818,584,984
000819,582,1009
000820,579,1030
000821,577,1043
000822,577,1048
000823,577,1044
000824,579,1033
000825,581,1012
000826,584,988
000827,586,965
000828,587,948
000829,588,936
000830,588,933
000831,587,942
000832,586,960
000833,583,986
000834,580,1013
000835,577,1036
000836,575,1053
000837,574,1066
000838,574,1056
000839,577,1050
000840,579,1024
000841,582,1005
000842,584,981
000843,585,956
000844,586,943
000845,587,939
000846,586,947
000847,585,963
000848,583,985
000849,581,1006
000850,579,1027
000851,577,1043
000852,576,1048
000853,576,1047
000854,578,1036
000855,580,1018
000856,582,996
000857,584,972
000858,586,953
000859,587,941
000860,587,936
000861,586,946
000862,585,963
000863,583,984
000864,581,1008
000865,578,1030
000866,576,1046
000867,575,1055
000868,575,1055
000869,576,1046
000870,579,1028
000871,581,1006
000872,583,980
000873,585,959
000874,587,943
000875,587,936
000876,587,942
000877,586,956
000878,585,977
000879,582,999
000880,580,1021
000881,579,1035
000882,577,1044
000883,578,1044
000884,579,1033
000885,581,1018
000886,583,998
000887,585,975
000888,586,956
000889,587,942
000890,588,935
000891,588,942
000892,587,955
000893,585,975
000894,583,997
000895,581,1019
000896,578,1036
000897,578,1043
000898,577,1043
000899,578,1036
000900,580,1021
000901,583,1000
