frame,x,y
000545,581,957
000546,581,956
000547,581,963
000548,578,976
000549,577,991
000550,576,1001
000551,576,1004
000552,577,996
000553,578,984
000554,580,969
000555,580,961
000556,581,958
000557,580,963
000558,579,976
000559,577,991
000560,576,1000
000561,576,1004
000562,577,998
000563,578,985
000564,580,971
000565,580,962
000566,580,958
000567,580,963
000568,579,975
000569,577,989
000570,576,1000
000571,576,1003
000572,576,998
000573,578,987
000574,579,973
000575,580,962
000576,581,959
000577,580,963
000578,579,973
000579,578,987
000580,577,997
000581,576,1002
000582,576,999
000583,577,989
000584,579,976
000585,580,964
000586,580,959
000587,580,962
000588,580,971
000589,578,985
000590,577,996
000591,576,1002
000592,577,998
000593,578,989
000594,579,975
000595,580,965
000596,581,959
000597,581,961
000598,580,969
000599,578,982
000600,577,994
000601,577,1000
000602,577,999
000603,577,991
000604,579,978
000605,580,966
000606,580,960
000607,580,961
000608,579,969
000609,578,981
000610,577,993
000611,576,1000
000612,577,999
000613,578,991
000614,579,979
000615,580,967
000616,581,961
000617,581,961
000618,580,968
000619,578,980
000620,577,993
000621,577,1000
000622,577,999
000623,577,992
000624,579,980
000625,579,969
000626,580,962
000627,580,962
000628,580,967
000629,578,979
000630,577,991
000631,577,1000
000632,577,1000
000633,578,993
000634,579,981
000635,580,970
000636,581,962
000637,581,962
000638,581,966
000639,579,977
000640,578,989
000641,577,997
000642,577,999
000643,577,993
000644,578,983
000645,580,971
000646,580,964
000647,581,961
000648,581,965
000649,579,976
000650,578,988
000651,577,998
000652,577,999
000653,577,995
000654,578,985
000655,579,973
000656,581,964
000657,581,961
000658,580,965
000659,579,975
000660,578,986
000661,577,995
000662,578,998
000663,578,995
000664,578,985
000665,580,974
000666,580,965
000667,581,961
000668,581,963
000669,580,973
000670,578,984
000671,577,994
000672,577,999
000673,577,996
000674,578,987
000675,579,976
000676,580,965
000677,581,961
000678,581,963
000679,580,973
000680,579,984
000681,577,994
000682,577,998
000683,577,996
000684,578,988
000685,579,978
000686,580,967
000687,580,962
000688,581,963
000689,580,971
000690,579,982
000691,578,991
000692,577,997
000693,576,998
000694,578,988
000695,579,977
000696,580,968
000697,581,962
000698,581,963
000699,580,970
000700,579,981
000701,577,991
000702,577,997
000703,577,997
000704,578,989
000705,578,980
000706,579,969
000707,581,962
000708,581,962
000709,580,969
000710,579,980
000711,578,989
000712,577,996
000713,577,996
000714,577,991
000715,578,982
000716,580,970
000717,580,963
000718,581,963
000719,581,968
000720,579,978
000721,578,990
000722,577,995
000723,577,997
000724,578,991
000725,579,982
000726,580,972
000727,580,965
000728,581,963
000729,580,968
000730,579,977
000731,578,987
000732,578,994
000733,578,996
000734,578,992
000735,579,982
000736,580,972
000737,580,965
000738,580,963
000739,580,967
000740,579,976
000741,578,987
000742,577,995
000743,577,997
000744,577,992
000745,578,984
000746,579,974
000747,581,965
000748,581,963
000749,581,966
000750,580,975
000751,578,985
000752,577,993
000753,577,995
000754,577,992
000755,578,984
000756,579,974
000757,580,966
000758,581,962
000759,581,967
000760,580,975
000761,579,985
000762,578,994
000763,577,995
000764,578,992
000765,578,985
000766,580,975
000767,580,967
000768,580,965
000769,580,967
000770,580,973
000771,579,982
000772,578,992
000773,577,995
000774,578,993
000775,579,986
000776,580,975
000777,580,967
000778,580,963
000779,580,967
000780,579,974
000781,579,983
000782,578,991
000783,578,995
000784,578,992
000785,579,985
000786,580,975
000787,581,967
000788,581,963
000789,581,965
000790,579,972
000791,578,981
000792,578,990
000793,577,995
000794,577,993
000795,578,987
000796,579,977
000797,580,970
000798,581,965
000799,580,966
000800,580,972
000801,579,981
000802,578,990
000803,577,995
000804,577,994
000805,577,989
000806,578,981
000807,579,972
000808,580,966
000809,580,966
000810,580,972
000811,578,982
000812,578,989
000813,577,996
000814,577,993
000815,577,989
000816,579,980
000817,579,972
000818,580,966
000819,580,966
000820,579,970
000821,579,980
000822,577,988
000823,577,992
000824,577,993
000825,578,988
000826,578,980
000827,579,971
000828,580,966
000829,580,965
000830,580,969
000831,579,978
000832,578,987
000833,577,992
000834,577,992
000835,577,988
000836,579,980
000837,579,972
000838,580,966
000839,580,966
000840,579,970
000841,578,978
000842,578,986
000843,577,992
000844,577,993
000845,577,990
000846,578,983
000847,579,973
000848,579,969
000849,580,966
000850,580,970
000851,579,978
000852,578,987
000853,577,992
000854,577,993
000855,577,991
000856,579,983
000857,579,975
000858,580,968
000859,580,968
000860,579,970
000861,579,977
000862,578,985
000863,578,991
000864,577,993
000865,577,992
000866,579,985
000867,579,976
000868,580,970
000869,580,968
000870,580,970
000871,580,976
000872,578,984
000873,578,992
000874,578,994
000875,578,992
000876,578,986
000877,579,977
000878,579,970
000879,580,967
000880,580,969
000881,579,976
000882,578,984
000883,577,990
000884,577,994
000885,577,993
000886,578,986
000887,579,978
000888,579,970
000889,580,968
000890,579,969
000891,579,974
000892,579,982
000893,578,989
000894,578,992
000895,578,991
000896,578,985
000897,580,978
000898,580,971
000899,580,968
000900,580,969
000901,580,973
